step,phase,M,acq_mean,acq_std,acq_min,acq_max,mu_mean,mu_std,mu_min,mu_max,sd_mean,sd_std,sd_min,sd_max,chosen_acq,chosen_mu,chosen_sd
35,active,1690,0.00294146443260457,0.001162198356587051,0.00023408828072694549,0.005124965569577419,1.513674319983372,0.13842703689901256,1.0768142312801314,1.8587569931073433,0.0007480370162640157,0.00017532543989656242,0.0002163992082253203,0.0010150192915576116,0.005124965569577419,1.6269168756167556,0.0010150192915576116
36,active,1689,0.005162727001558161,0.00212984686799802,0.00010046422489731996,0.010031996613327925,1.5670386654619248,0.19464105712137944,1.0532060312392098,2.1255180361879527,0.000989457322741296,0.0002445096452684741,0.00014175635339118488,0.0014236090787613507,0.010031996613327925,1.6709161868054543,0.0014236090787613507
37,active,1688,0.004446673942912404,0.0018301834190966638,9.443037411957798e-05,0.00919529626581547,1.5752492743573836,0.19637714439207862,1.0542783439918861,2.1260530849714696,0.0009190257386004548,0.00022219025531519372,0.00013743310501951412,0.001362378101748021,0.00919529626581547,1.680772017348559,0.001362378101748021
38,active,1687,0.004022941198721912,0.0015694744219810258,9.6714041951814e-05,0.008840792937932848,1.5958946642779204,0.20285238157745622,1.0538442561856374,2.1260393746189323,0.0008765437711109717,0.00020000312560415322,0.00013908515101249103,0.0013356208491368312,0.008840792937932848,1.5215153864865942,0.0013356208491368312
39,active,1686,0.0044378213848119095,0.0016703796450082404,0.00011498691237783593,0.00875492650254506,1.5719209976473616,0.2135737191088399,1.0221212970633191,2.126169062238569,0.0009219966035398194,0.0002049385008370791,0.00015165759814891105,0.0013290616671328697,0.00875492650254506,1.7526150588775573,0.0013290616671328697
40,active,1685,1.6362601718183398,0.2905328601916758,0.40549199380448553,2.1248716599068644,1.5716085121290881,0.22046480419481668,1.0452929023635344,2.123687069215461,0.05233299464577268,0.014041370527405917,0.011180880953155196,0.08311884262044808,2.1248716599068644,1.425146202041321,0.08311884262044808
41,active,1684,1.5950854907320695,0.28319065293871454,0.35264491606566317,2.036225504374211,1.5898902128773251,0.22218044866754366,1.0418384401297947,2.123557884802879,0.050015937512302745,0.012872098204865024,0.010121429472821446,0.075960951976729,2.036225504374211,1.74034575709305,0.075960951976729
42,active,1683,1.5431238196329693,0.28428086464331975,0.347467512191699,1.9717624745808238,1.5900401781412248,0.2220907097104869,1.0425129585690542,2.1235139937460414,0.04739723896779334,0.012443277396476325,0.010017878447746178,0.07113379581933059,1.9717624745808238,1.759156434134821,0.07113379581933059
43,active,1682,1.4527804726053968,0.27185660067339146,0.33158001451627306,1.882975891142371,1.577421963866213,0.21985129692124758,1.0407762797382274,2.1232401460281567,0.04298263517410648,0.01116259443812718,0.009700082498324013,0.06496522752012784,1.882975891142371,2.013315099586352,0.06496522752012784
44,active,1681,1.3904353606929327,0.2379934005359859,0.32493697170820507,1.7917035140176776,1.5391921770687425,0.20566727324693743,1.0458595943729492,2.122933287143206,0.03990605415031507,0.009087351828317288,0.009567127979178743,0.0591573929870776,1.7917035140176776,1.8283295202708083,0.0591573929870776
