step,phase,n,kernel,dist_ls0,dist_ls1,pos_ls0,pos_ls1,noise_var,LML,train_rmse,train_mae,train_r2
84,active,85,"SliceKernel(base=RBF(length_scale=[1.43, 0.495]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.525, 0.576]), idx=[2, 3]) + WhiteKernel(noise_level=0.0629)",1.4274401,0.49484423,0.52524685,0.57571716,0.062940205,-76.16555,0.029218743,0.022931693,0.97358021
85,active,86,"SliceKernel(base=RBF(length_scale=[1.37, 0.525]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.543, 0.552]), idx=[2, 3]) + WhiteKernel(noise_level=0.0597)",1.3688745,0.52530015,0.54271279,0.55162605,0.059659036,-76.708164,0.028446334,0.02216323,0.9751884
86,active,87,"SliceKernel(base=RBF(length_scale=[1.49, 0.497]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.56, 0.602]), idx=[2, 3]) + WhiteKernel(noise_level=0.0701)",1.4891363,0.49651315,0.55993216,0.60212457,0.070061572,-77.315827,0.033015146,0.026071391,0.96805277
87,active,88,"SliceKernel(base=RBF(length_scale=[1.46, 0.522]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.568, 0.625]), idx=[2, 3]) + WhiteKernel(noise_level=0.0752)",1.4554527,0.52160615,0.56799235,0.62486692,0.075166734,-78.480759,0.034885415,0.027385432,0.9641197
88,active,89,"SliceKernel(base=RBF(length_scale=[1.46, 0.517]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.576, 0.624]), idx=[2, 3]) + WhiteKernel(noise_level=0.0744)",1.4568758,0.5174002,0.57558035,0.62394976,0.074429293,-78.975143,0.034660597,0.027097999,0.96424904
89,active,90,"SliceKernel(base=RBF(length_scale=[1.5, 0.484]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.571, 0.657]), idx=[2, 3]) + WhiteKernel(noise_level=0.0768)",1.5044129,0.48398176,0.57066687,0.65748128,0.076774106,-80.04485,0.035398854,0.027766776,0.96240559
90,active,91,"SliceKernel(base=RBF(length_scale=[1.47, 0.474]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.606, 0.65]), idx=[2, 3]) + WhiteKernel(noise_level=0.0806)",1.4749607,0.47449746,0.60552485,0.64989799,0.080607504,-81.329269,0.036717782,0.028803337,0.95941837
91,active,92,"SliceKernel(base=RBF(length_scale=[1.44, 0.497]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.629, 0.661]), idx=[2, 3]) + WhiteKernel(noise_level=0.0902)",1.4395572,0.49663744,0.62915259,0.6607228,0.09019697,-82.825933,0.039688707,0.03167636,0.95221907
92,active,93,"SliceKernel(base=RBF(length_scale=[1.42, 0.491]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.639, 0.665]), idx=[2, 3]) + WhiteKernel(noise_level=0.0868)",1.4218678,0.4905373,0.63869801,0.66481638,0.086808891,-81.969327,0.039392253,0.031286411,0.95379089
93,active,94,"SliceKernel(base=RBF(length_scale=[1.41, 0.486]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.646, 0.667]), idx=[2, 3]) + WhiteKernel(noise_level=0.0864)",1.4125364,0.48566249,0.64590403,0.66687023,0.086413217,-82.581688,0.039193989,0.030976131,0.95376596
94,active,95,"SliceKernel(base=RBF(length_scale=[1.42, 0.484]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.634, 0.667]), idx=[2, 3]) + WhiteKernel(noise_level=0.0847)",1.4159057,0.48377929,0.6338622,0.66708922,0.084722866,-82.825732,0.038745512,0.030462028,0.9546211
95,active,96,"SliceKernel(base=RBF(length_scale=[1.37, 0.48]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.741, 0.662]), idx=[2, 3]) + WhiteKernel(noise_level=0.0852)",1.3674832,0.48042694,0.7405442,0.66203369,0.0851628,-82.914662,0.040132039,0.031729745,0.95266011
96,active,97,"SliceKernel(base=RBF(length_scale=[1.26, 0.475]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.731, 0.687]), idx=[2, 3]) + WhiteKernel(noise_level=0.0851)",1.2630114,0.47450405,0.73077953,0.6867696,0.085140968,-84.052705,0.039912417,0.031645792,0.9528195
97,active,98,"SliceKernel(base=RBF(length_scale=[1.3, 0.476]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.748, 0.691]), idx=[2, 3]) + WhiteKernel(noise_level=0.0875)",1.3048643,0.47642809,0.74782592,0.69092909,0.08753613,-84.668177,0.040688273,0.032326563,0.95051707
98,active,99,"SliceKernel(base=RBF(length_scale=[1.31, 0.477]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.748, 0.691]), idx=[2, 3]) + WhiteKernel(noise_level=0.0865)",1.310263,0.47717611,0.74812168,0.69072435,0.086526135,-85.037552,0.04033776,0.031927498,0.95098532
99,active,100,"SliceKernel(base=RBF(length_scale=[1.35, 0.478]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.765, 0.691]), idx=[2, 3]) + WhiteKernel(noise_level=0.089)",1.3477761,0.47801108,0.76534597,0.69057325,0.088989164,-85.878961,0.041158114,0.032595159,0.94872462
100,active,101,"SliceKernel(base=RBF(length_scale=[1.36, 0.48]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.762, 0.681]), idx=[2, 3]) + WhiteKernel(noise_level=0.0851)",1.3615063,0.48047101,0.76177758,0.68136974,0.085139594,-84.569126,0.040790503,0.032176461,0.95081263
101,active,102,"SliceKernel(base=RBF(length_scale=[1.37, 0.481]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.76, 0.686]), idx=[2, 3]) + WhiteKernel(noise_level=0.085)",1.3660616,0.48120701,0.75969713,0.68557143,0.085035635,-85.094521,0.040686353,0.032009311,0.95058867
102,active,103,"SliceKernel(base=RBF(length_scale=[1.37, 0.481]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.764, 0.676]), idx=[2, 3]) + WhiteKernel(noise_level=0.0835)",1.3670708,0.48142656,0.76432327,0.67640106,0.083535055,-85.178018,0.040317506,0.031604161,0.95141571
103,active,104,"SliceKernel(base=RBF(length_scale=[1.36, 0.502]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.706, 0.668]), idx=[2, 3]) + WhiteKernel(noise_level=0.0818)",1.3582613,0.50158728,0.70561939,0.6676018,0.081815331,-86.197391,0.039450996,0.031031722,0.95305495
104,active,105,"SliceKernel(base=RBF(length_scale=[1.37, 0.504]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.702, 0.671]), idx=[2, 3]) + WhiteKernel(noise_level=0.0796)",1.3650731,0.50421597,0.70186342,0.67091269,0.079575286,-85.773805,0.039088016,0.030593577,0.95425024
105,active,106,"SliceKernel(base=RBF(length_scale=[1.34, 0.506]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.691, 0.665]), idx=[2, 3]) + WhiteKernel(noise_level=0.0786)",1.3389647,0.50569794,0.69101816,0.66538672,0.078587502,-86.54742,0.03857357,0.03003989,0.95505489
106,active,107,"SliceKernel(base=RBF(length_scale=[1.33, 0.507]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.694, 0.666]), idx=[2, 3]) + WhiteKernel(noise_level=0.0765)",1.328922,0.50734566,0.69382445,0.66558409,0.076452063,-85.996091,0.038242834,0.029795557,0.95620584
107,active,108,"SliceKernel(base=RBF(length_scale=[1.29, 0.524]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.657, 0.67]), idx=[2, 3]) + WhiteKernel(noise_level=0.0805)",1.2856988,0.52426158,0.65696275,0.67036599,0.080509889,-88.446739,0.039158471,0.030277513,0.95369468
108,active,109,"SliceKernel(base=RBF(length_scale=[1.26, 0.527]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.676, 0.658]), idx=[2, 3]) + WhiteKernel(noise_level=0.0829)",1.2581589,0.5266778,0.6760138,0.65837975,0.082919597,-89.43238,0.039891754,0.030862884,0.95193377
109,active,110,"SliceKernel(base=RBF(length_scale=[1.22, 0.519]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.672, 0.66]), idx=[2, 3]) + WhiteKernel(noise_level=0.081)",1.2151805,0.51907917,0.67206305,0.66039591,0.080978602,-89.439989,0.039370713,0.030406639,0.95313977
110,active,111,"SliceKernel(base=RBF(length_scale=[1.22, 0.523]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.691, 0.652]), idx=[2, 3]) + WhiteKernel(noise_level=0.0817)",1.2203952,0.52347553,0.69058576,0.65184092,0.081741175,-89.971486,0.039643783,0.030418296,0.95221697
111,active,112,"SliceKernel(base=RBF(length_scale=[1.21, 0.528]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.691, 0.643]), idx=[2, 3]) + WhiteKernel(noise_level=0.0814)",1.2103041,0.52810099,0.69074854,0.64338792,0.081425565,-90.628932,0.039405794,0.030231818,0.95236366
112,active,113,"SliceKernel(base=RBF(length_scale=[1.22, 0.533]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.671, 0.645]), idx=[2, 3]) + WhiteKernel(noise_level=0.0808)",1.219531,0.53327664,0.6705555,0.64459683,0.08081256,-90.921173,0.03924715,0.030125069,0.95267918
113,active,114,"SliceKernel(base=RBF(length_scale=[1.18, 0.533]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.647, 0.641]), idx=[2, 3]) + WhiteKernel(noise_level=0.0794)",1.1792947,0.53273695,0.64651008,0.64128973,0.079407701,-91.971056,0.038457795,0.02965957,0.95416485
114,active,115,"SliceKernel(base=RBF(length_scale=[1.15, 0.53]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.653, 0.645]), idx=[2, 3]) + WhiteKernel(noise_level=0.0784)",1.1495666,0.53004689,0.65301441,0.64484493,0.078391033,-92.192193,0.038171793,0.029393944,0.95466762
115,active,116,"SliceKernel(base=RBF(length_scale=[1.07, 0.517]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.668, 0.64]), idx=[2, 3]) + WhiteKernel(noise_level=0.0785)",1.0716924,0.51686705,0.66767816,0.63995088,0.078480289,-93.379098,0.037964246,0.029232044,0.95476955
116,active,117,"SliceKernel(base=RBF(length_scale=[0.989, 0.514]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.669, 0.64]), idx=[2, 3]) + WhiteKernel(noise_level=0.0752)",0.98914597,0.51366129,0.66923795,0.63950457,0.075191174,-93.409572,0.036912252,0.028243093,0.95729057
117,active,118,"SliceKernel(base=RBF(length_scale=[1.31, 0.498]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.696, 0.66]), idx=[2, 3]) + WhiteKernel(noise_level=0.0882)",1.3056882,0.49752035,0.6957474,0.65980434,0.088220312,-95.736499,0.041214536,0.03171118,0.94630891
118,active,119,"SliceKernel(base=RBF(length_scale=[1.31, 0.499]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.692, 0.656]), idx=[2, 3]) + WhiteKernel(noise_level=0.0864)",1.3121133,0.49855838,0.6921828,0.65598269,0.086403105,-95.111534,0.041060729,0.03159133,0.94721697
119,active,120,"SliceKernel(base=RBF(length_scale=[1.28, 0.499]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.69, 0.655]), idx=[2, 3]) + WhiteKernel(noise_level=0.0844)",1.2751629,0.49870793,0.68974154,0.65534937,0.084390787,-95.025547,0.040571292,0.031150921,0.94857073
120,active,121,"SliceKernel(base=RBF(length_scale=[1.39, 0.512]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.703, 0.66]), idx=[2, 3]) + WhiteKernel(noise_level=0.0903)",1.3901062,0.5117767,0.7034251,0.65983774,0.09026945,-96.180801,0.042560449,0.033154033,0.94342829
121,active,122,"SliceKernel(base=RBF(length_scale=[1.41, 0.515]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.717, 0.666]), idx=[2, 3]) + WhiteKernel(noise_level=0.0917)",1.4057232,0.51526571,0.71708415,0.66632766,0.091690664,-96.356357,0.043422569,0.033808284,0.94168545
122,active,123,"SliceKernel(base=RBF(length_scale=[1.41, 0.515]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.712, 0.665]), idx=[2, 3]) + WhiteKernel(noise_level=0.0911)",1.4054389,0.51483425,0.71242652,0.6651948,0.091053302,-96.803311,0.043117703,0.03345461,0.94203405
123,active,124,"SliceKernel(base=RBF(length_scale=[1.42, 0.522]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.72, 0.671]), idx=[2, 3]) + WhiteKernel(noise_level=0.0939)",1.4222519,0.52208484,0.72036162,0.67087969,0.093866031,-97.853007,0.043961937,0.03433133,0.93946594
124,active,125,"SliceKernel(base=RBF(length_scale=[1.45, 0.527]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.714, 0.668]), idx=[2, 3]) + WhiteKernel(noise_level=0.0867)",1.4508059,0.52674228,0.71434568,0.66817411,0.086726142,-94.078149,0.043535455,0.033980936,0.94398015
125,active,126,"SliceKernel(base=RBF(length_scale=[1.45, 0.527]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.702, 0.669]), idx=[2, 3]) + WhiteKernel(noise_level=0.0854)",1.4506085,0.52684695,0.70247949,0.6690903,0.085419589,-94.027596,0.043225458,0.033644672,0.94477873
126,active,127,"SliceKernel(base=RBF(length_scale=[1.44, 0.531]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.692, 0.664]), idx=[2, 3]) + WhiteKernel(noise_level=0.0849)",1.4424887,0.53131994,0.6924765,0.66405998,0.084931808,-94.528291,0.042932084,0.03328798,0.94509462
127,active,128,"SliceKernel(base=RBF(length_scale=[1.45, 0.539]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.684, 0.657]), idx=[2, 3]) + WhiteKernel(noise_level=0.0836)",1.45347,0.53903001,0.68362253,0.65704768,0.083637292,-94.746397,0.042673155,0.033133522,0.94601396
128,active,129,"SliceKernel(base=RBF(length_scale=[1.53, 0.551]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.717, 0.687]), idx=[2, 3]) + WhiteKernel(noise_level=0.0976)",1.5302013,0.55097427,0.71656603,0.68679963,0.097570049,-99.099775,0.046848341,0.036992744,0.9344612
129,active,130,"SliceKernel(base=RBF(length_scale=[1.53, 0.549]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.717, 0.685]), idx=[2, 3]) + WhiteKernel(noise_level=0.0971)",1.5323976,0.54942566,0.7174214,0.68480392,0.097134551,-99.542907,0.046718966,0.036999242,0.93465229
130,active,131,"SliceKernel(base=RBF(length_scale=[1.53, 0.551]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.713, 0.685]), idx=[2, 3]) + WhiteKernel(noise_level=0.0964)",1.5297302,0.55050678,0.71301761,0.68464235,0.09639485,-99.921788,0.046395157,0.036611856,0.93513357
131,active,132,"SliceKernel(base=RBF(length_scale=[1.54, 0.55]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.707, 0.688]), idx=[2, 3]) + WhiteKernel(noise_level=0.0941)",1.5412583,0.54986074,0.70686004,0.68768918,0.094097938,-99.32296,0.046069125,0.036238619,0.93664852
132,active,133,"SliceKernel(base=RBF(length_scale=[1.53, 0.57]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.719, 0.683]), idx=[2, 3]) + WhiteKernel(noise_level=0.0958)",1.5261339,0.56979962,0.71865771,0.68266365,0.095829249,-100.03192,0.046681508,0.036837675,0.93495305
133,active,134,"SliceKernel(base=RBF(length_scale=[1.53, 0.572]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.718, 0.681]), idx=[2, 3]) + WhiteKernel(noise_level=0.0951)",1.5321161,0.57194076,0.71796555,0.68068975,0.095090696,-100.248,0.046444532,0.036605819,0.93536969
134,active,135,"SliceKernel(base=RBF(length_scale=[1.49, 0.58]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.705, 0.675]), idx=[2, 3]) + WhiteKernel(noise_level=0.0945)",1.4930442,0.57955618,0.70509472,0.67502656,0.094529765,-100.88073,0.046132308,0.03634444,0.93596708
135,active,136,"SliceKernel(base=RBF(length_scale=[1.48, 0.58]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.718, 0.69]), idx=[2, 3]) + WhiteKernel(noise_level=0.0954)",1.4828296,0.58049289,0.71767962,0.69010901,0.095442701,-101.34958,0.046483486,0.036828409,0.93478685
136,active,137,"SliceKernel(base=RBF(length_scale=[1.48, 0.577]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.73, 0.694]), idx=[2, 3]) + WhiteKernel(noise_level=0.0933)",1.4790271,0.57675324,0.72957132,0.69403829,0.093319681,-101.16144,0.046217859,0.036828018,0.93610901
137,active,138,"SliceKernel(base=RBF(length_scale=[1.47, 0.563]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.746, 0.74]), idx=[2, 3]) + WhiteKernel(noise_level=0.0973)",1.4737605,0.56252842,0.74553707,0.74031311,0.097298221,-102.786,0.047808097,0.038107946,0.93240978
138,active,139,"SliceKernel(base=RBF(length_scale=[1.5, 0.552]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.785, 0.766]), idx=[2, 3]) + WhiteKernel(noise_level=0.102)",1.4954051,0.55189474,0.7847894,0.76567649,0.10213491,-104.22403,0.049263824,0.039475451,0.92782195
139,active,140,"SliceKernel(base=RBF(length_scale=[1.51, 0.554]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.782, 0.776]), idx=[2, 3]) + WhiteKernel(noise_level=0.102)",1.5110383,0.55437568,0.78185513,0.77640483,0.10238018,-104.52671,0.049433331,0.039595777,0.92729363
140,active,141,"SliceKernel(base=RBF(length_scale=[1.51, 0.555]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.779, 0.772]), idx=[2, 3]) + WhiteKernel(noise_level=0.102)",1.5132381,0.55523495,0.77911788,0.77240967,0.10201262,-104.98852,0.049198474,0.039316506,0.92747012
141,active,142,"SliceKernel(base=RBF(length_scale=[1.51, 0.554]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.778, 0.77]), idx=[2, 3]) + WhiteKernel(noise_level=0.101)",1.5127067,0.55428216,0.77774579,0.77019523,0.1012349,-105.25905,0.048948853,0.039028419,0.92796865
142,active,143,"SliceKernel(base=RBF(length_scale=[1.5, 0.556]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.767, 0.764]), idx=[2, 3]) + WhiteKernel(noise_level=0.1)",1.4998822,0.55604902,0.76657556,0.76366461,0.10019518,-105.74076,0.048478223,0.038622358,0.92888934
143,active,144,"SliceKernel(base=RBF(length_scale=[1.5, 0.556]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.767, 0.759]), idx=[2, 3]) + WhiteKernel(noise_level=0.099)",1.5005526,0.5557731,0.76679491,0.75882961,0.099025703,-105.64387,0.048235772,0.038394504,0.92966295
144,active,145,"SliceKernel(base=RBF(length_scale=[1.49, 0.555]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.779, 0.759]), idx=[2, 3]) + WhiteKernel(noise_level=0.0991)",1.494859,0.55479406,0.77904467,0.75882545,0.099146662,-106.12842,0.048200049,0.038365098,0.92932308
145,active,146,"SliceKernel(base=RBF(length_scale=[1.48, 0.549]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.784, 0.763]), idx=[2, 3]) + WhiteKernel(noise_level=0.0981)",1.478546,0.54895946,0.78351934,0.76286913,0.098137435,-105.8972,0.04809996,0.038331838,0.92990392
146,active,147,"SliceKernel(base=RBF(length_scale=[1.46, 0.549]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.777, 0.757]), idx=[2, 3]) + WhiteKernel(noise_level=0.097)",1.4617815,0.54887945,0.776943,0.75708269,0.09697379,-106.29126,0.047770868,0.038039484,0.9309172
147,active,148,"SliceKernel(base=RBF(length_scale=[1.47, 0.55]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.777, 0.756]), idx=[2, 3]) + WhiteKernel(noise_level=0.0955)",1.4735646,0.54958352,0.77729409,0.75607989,0.095521127,-105.87661,0.047555726,0.03788177,0.9318999
148,active,149,"SliceKernel(base=RBF(length_scale=[1.44, 0.555]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.781, 0.731]), idx=[2, 3]) + WhiteKernel(noise_level=0.0972)",1.4440956,0.55497288,0.78149184,0.73125762,0.09720298,-107.52014,0.047897692,0.03817441,0.93073916
149,active,150,"SliceKernel(base=RBF(length_scale=[1.44, 0.557]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.772, 0.729]), idx=[2, 3]) + WhiteKernel(noise_level=0.0965)",1.4393674,0.55656503,0.77164156,0.7292681,0.096505781,-107.93644,0.047556757,0.037778674,0.93127135
150,active,151,"SliceKernel(base=RBF(length_scale=[1.44, 0.563]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.758, 0.746]), idx=[2, 3]) + WhiteKernel(noise_level=0.0962)",1.4442585,0.56260867,0.75836477,0.74555859,0.096220051,-108.12102,0.048123452,0.038119094,0.9312803
151,active,152,"SliceKernel(base=RBF(length_scale=[1.45, 0.564]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.761, 0.749]), idx=[2, 3]) + WhiteKernel(noise_level=0.0956)",1.4481099,0.56424341,0.76101877,0.74901159,0.095644293,-108.15352,0.047997224,0.037908342,0.93154242
152,active,153,"SliceKernel(base=RBF(length_scale=[1.45, 0.566]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.753, 0.747]), idx=[2, 3]) + WhiteKernel(noise_level=0.0943)",1.4513233,0.56609144,0.75335488,0.74706708,0.094302411,-107.74561,0.047769368,0.037606831,0.93242265
153,active,154,"SliceKernel(base=RBF(length_scale=[1.45, 0.561]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.744, 0.746]), idx=[2, 3]) + WhiteKernel(noise_level=0.0944)",1.445019,0.56149707,0.74404573,0.74618163,0.094377639,-108.47161,0.047636098,0.037490282,0.93239183
