field,step,phase,M,acq_mean,acq_std,acq_min,acq_max,mu_mean,mu_std,mu_min,mu_max,sd_mean,sd_std,sd_min,sd_max,chosen_acq,chosen_mu,chosen_sd
0,50,active,1675,0.010650561504081276,0.0048479936618750896,0.004738903157437111,0.0342243935135693,1.6397811275204301,0.1469243029432813,1.2235392644717549,2.115258304614035,0.014592614179905756,0.00310991088072291,0.00991190940152307,0.02703526039288675,0.0342243935135693,1.4363847582626261,0.02703526039288675
0,51,active,1674,0.03869374212964983,0.03198975312496447,0.003498719585344997,0.19513440164631832,1.6261044660784307,0.146131032863234,1.2302944832566487,2.1177835099811553,0.021078943861137355,0.008747244388636772,0.006646555060141472,0.05480220075371175,0.19513440164631832,1.7410713004285632,0.05480220075371175
0,52,active,1673,0.02927331670900976,0.018286605765146492,0.003409484462038502,0.1025038466629963,1.6273895125313456,0.1455686025610915,1.2345246483410555,2.117146980665636,0.018681715132803072,0.006328554231332536,0.006605401933408378,0.03809103287390349,0.1025038466629963,1.7056538869606688,0.03809103287390349
0,53,active,1672,0.028049462710844478,0.018032007543101556,0.003253567460546318,0.10317542295471648,1.6245665478239233,0.14501715943939097,1.2290829979015059,2.117404181189792,0.01798814454753918,0.006302687462750437,0.006372904114653623,0.037759662351994766,0.10317542295471648,1.9503268094023283,0.037759662351994766
0,54,active,1671,0.014055249878437419,0.006844563338086356,0.004577668964262817,0.05550200302510949,1.6128680426323416,0.13556115282721576,1.2600727649383945,2.112828582595122,0.016838373026352313,0.0041059608659513355,0.009827524032162143,0.035111149341366166,0.05550200302510949,1.8993031209375282,0.035111149341366166
0,55,active,1670,0.012994204175986212,0.0058132143746090605,0.004631421634382592,0.04152946555572556,1.6126103152149156,0.13461604126973847,1.2595477034342133,2.1127727156260456,0.016000201725810768,0.003639221222514229,0.009742403439117968,0.029720839232119614,0.04152946555572556,1.6931233298351123,0.029720839232119614
0,56,active,1669,0.011708283631683603,0.004794852377567213,0.004524474109539433,0.0320813732886083,1.6102590932524226,0.1356309172213774,1.2588971843626966,2.113407344662133,0.015236715365561425,0.0031324051669479823,0.009625457215269258,0.025988678735921044,0.0320813732886083,1.669565189664721,0.025988678735921044
0,57,active,1668,0.013871688586403263,0.0070806479971968215,0.003943479301453427,0.04228301121936948,1.6140907207541682,0.13782589902199913,1.2475589509077458,2.1072348017346587,0.015374150223287388,0.0040061862818875455,0.008413406364967574,0.02808694465892236,0.04228301121936948,1.721064049297477,0.02808694465892236
0,58,active,1667,0.012916720403453406,0.0060773391821895666,0.0038919003529355608,0.03637282590456152,1.6144473249924278,0.13852208153830017,1.2371961245197183,2.1085243749333005,0.01480351024755499,0.003575746311792171,0.008309748856792216,0.025822366312732326,0.03637282590456152,1.8181267470242994,0.025822366312732326
0,59,active,1666,0.014747352653745587,0.007781262608702485,0.003779065748339169,0.047237826462078275,1.6102029411424335,0.145330003731206,1.2610928950777331,2.171171350634083,0.015601287941681957,0.004244489731823769,0.008122789918317868,0.029354530255305957,0.047237826462078275,2.055986081577628,0.029354530255305957
0,60,active,1665,0.0141801990490336,0.007354438654743891,0.00398710423428304,0.04574986750851641,1.6084647390363453,0.14257456151016107,1.2671272953346564,2.1799669504146553,0.015107909511906775,0.0039851152600458555,0.008226892637839017,0.02846071415901235,0.04574986750851641,1.4752807715940448,0.02846071415901235
0,61,active,1664,0.012692074940182003,0.006225028239888126,0.004004927035732362,0.04331599703787526,1.6084424639188368,0.142492620859163,1.267498931618228,2.1802336683446146,0.01426207366982438,0.0035115519977134482,0.008202181736301063,0.02751438764223939,0.04331599703787526,1.47311644466024,0.02751438764223939
0,62,active,1663,0.011892650356039054,0.00550886596263015,0.0039991176887882365,0.029882205531515774,1.6068512004156479,0.1435223959305431,1.262772395794404,2.1805017058146,0.013990353581099022,0.0032497007255914653,0.008285180987107997,0.02294449004973446,0.029882205531515774,1.454635439605331,0.02294449004973446
0,63,active,1662,0.02722642242677915,0.017800136414690013,0.0025904318304951217,0.08544626505504099,1.6141143816799122,0.142096753786307,1.2262409952240185,2.208565146505384,0.012949053287482718,0.004674810641940165,0.004169181283821672,0.024972790871396346,0.08544626505504099,1.7811414570362067,0.024972790871396346
0,64,active,1661,0.021792619968310268,0.014384354041270196,0.002620848982388837,0.07537391183324361,1.6177249795430648,0.14305864031155333,1.2369019927582907,2.21221020791757,0.011841759166731086,0.004251757971439117,0.004300515007217812,0.02392838823981123,0.07537391183324361,1.6415261755482198,0.02392838823981123
0,65,active,1660,0.02649006952567441,0.018135025091180326,0.0021934127336461404,0.08601777379627729,1.6121574152283917,0.15109967102825084,1.2259789824122118,2.2073258070348216,0.011672145965386566,0.004437127136314703,0.0035269735309147524,0.02304654824206101,0.08601777379627729,1.3459207796139459,0.02304654824206101
0,66,active,1659,0.02289976756795453,0.01543753854645045,0.0022377487676647637,0.07912187101846227,1.61376667206408,0.14961547702191447,1.228728571707012,2.20968358915284,0.011304585090570345,0.004188737246011776,0.0037098624510082515,0.022936224562470554,0.07912187101846227,1.5808421186480743,0.022936224562470554
0,67,active,1658,0.021976911956095833,0.014212487977494132,0.002106080054337614,0.07013975370038789,1.6110558302853535,0.14988164974601567,1.2526342980122986,2.2145652847386175,0.010564124673802827,0.00381417501911124,0.003426263468490508,0.020465229391281724,0.07013975370038789,1.7245710662170328,0.020465229391281724
0,68,active,1657,0.012227159235893728,0.007241779914652771,0.0027486799897462233,0.04692090433920849,1.6126493327083302,0.14990455998908767,1.2163083090815994,2.2237462713687326,0.010708391727020877,0.0032084835298704533,0.005263587423639571,0.02223689841372377,0.04692090433920849,1.507930728817403,0.02223689841372377
0,69,active,1656,0.011365766330273676,0.006267277032126072,0.002757297006446185,0.04490092367483394,1.6113617742831265,0.1509372412785503,1.2130605787422688,2.223872365366498,0.010437885063701323,0.0029394598003005807,0.0053087535626476405,0.02188277955816951,0.04490092367483394,1.3138180584168397,0.02188277955816951
0,70,active,1655,0.011160579267811447,0.005701321201273803,0.0028931503366618344,0.03167377300292341,1.6101915578943318,0.15119666560385664,1.2159368949470237,2.2234795794020585,0.010424674384535391,0.0027606368567436013,0.0054598758837959655,0.018328748252424275,0.03167377300292341,1.3880473549348273,0.018328748252424275
0,71,active,1654,0.010553965789195933,0.004993793404433016,0.0029846970438417797,0.030797051627516586,1.6104360289763107,0.15098020238701307,1.227820166935544,2.2233628638496583,0.010189898279845747,0.002498763236823108,0.0055516978604053845,0.01808438081773663,0.030797051627516586,2.2233628638496583,0.01808438081773663
0,72,active,1653,0.011401475979055083,0.005210725218664845,0.00341287672253452,0.029978664276408423,1.607587094065337,0.15123108627871926,1.2310845877662506,2.179729557757316,0.010283320662132705,0.002427787742305385,0.0057508057942797,0.01727330060367306,0.029978664276408423,1.2743031319416853,0.01727330060367306
0,73,active,1652,0.012003787307536781,0.005835818297057813,0.0032223092346281355,0.03428380762979557,1.6088929212736158,0.14954653545717134,1.2327670843469885,2.179357551670359,0.010121967101651284,0.0025639171047700396,0.005378452738361725,0.017819903717862847,0.03428380762979557,1.879940911084397,0.017819903717862847
0,74,active,1651,0.01134070781152638,0.005291599310013415,0.0032337795921611907,0.029923379989568538,1.6093121620696598,0.14863195431029008,1.2296633670200987,2.1782809891560033,0.00988820634960075,0.0023989388647874866,0.005404606351143423,0.016662562163575954,0.029923379989568538,1.45385454675437,0.016662562163575954
0,75,active,1650,0.011003797824980554,0.00458123499242112,0.0036547822065935397,0.02942039035282653,1.5968777713972213,0.15423128900099733,1.1910329547753022,2.1755957254152225,0.012137186104145365,0.0025939114264670665,0.0071196208438219005,0.020463320311549474,0.02942039035282653,1.4090621579389964,0.020463320311549474
0,76,active,1649,0.01114112740211413,0.004452812947216045,0.004028973752873178,0.029065307913078344,1.5920815997259177,0.157022085728941,1.216006905169955,2.1768694678764633,0.012860669690569322,0.002600815520537703,0.007855259031888037,0.021365709162765097,0.029065307913078344,1.4080074696850395,0.021365709162765097
0,77,active,1648,0.030147490258989027,0.02606098831050123,0.002627757846515576,0.16830855966048539,1.6112476790779047,0.1731227936623366,1.20121768774377,2.1789277593923213,0.012718756580810304,0.005361133719149518,0.003971187300672831,0.03460843261420334,0.16830855966048539,1.4871189734273527,0.03460843261420334
0,78,active,1647,0.023030873154231867,0.015479933269972098,0.002571704342246627,0.1090025349721429,1.614465777750692,0.17289921696705104,1.1985312746580326,2.1790077765688767,0.011355859278787822,0.003911023142065883,0.003951115855190107,0.027156156552695116,0.1090025349721429,1.8190792166087968,0.027156156552695116
0,79,active,1646,0.02677966561664638,0.018382918415948524,0.002419039476160554,0.08879824061984272,1.614755604943052,0.17061769408358918,1.1952758927925553,2.179985162818812,0.011925752952689925,0.004319953844353829,0.003741341734297489,0.023683733847853057,0.08879824061984272,1.634988020017236,0.023683733847853057
0,80,active,1645,0.020468818346767396,0.012615097489239611,0.0023313402405967516,0.07314958810902676,1.6237664418651243,0.1726975544081672,1.1988133279493098,2.178505599341752,0.010499792199244401,0.003342928837161236,0.0036704277592818388,0.021310380460844904,0.07314958810902676,1.7761098993846065,0.021310380460844904
0,81,active,1644,0.018106486639446008,0.011205747037509853,0.0023681070802554186,0.05917399234688692,1.6239860690324883,0.17203974175715267,1.199598204314584,2.178038719134669,0.010162929674996057,0.0032148896077146202,0.0038110249311508805,0.01960506590529069,0.05917399234688692,1.475731815190043,0.01960506590529069
0,82,active,1643,0.016557367493568564,0.009747742879713573,0.0023642263790088673,0.051987125549669826,1.6235680708259612,0.17248527308739314,1.2005642427343926,2.178035589478293,0.00972459775267625,0.002909730786392126,0.003797306632747108,0.018257954407844355,0.051987125549669826,1.6804927614910816,0.018257954407844355
0,83,active,1642,0.013179347332376834,0.006530775969912034,0.0025854204054488457,0.03432742549323034,1.6201865355374152,0.174540586573972,1.2004928969949917,2.177479471596311,0.010593421490077715,0.0026746828582020184,0.004805675478861949,0.01779281087645365,0.03432742549323034,1.4885258463547995,0.01779281087645365
0,84,active,1641,0.01191092535626304,0.005659011838377505,0.002579197744845903,0.029927794155743974,1.6209433424617075,0.17399041928714915,1.1964184475541209,2.177347633587428,0.01012420816050991,0.002427039790554497,0.004815496989891741,0.016630564677740652,0.029927794155743974,1.4649412267621627,0.016630564677740652
0,85,active,1640,0.01010065937354492,0.0043143090947243,0.002393193339464177,0.027242655426335707,1.6359790228030222,0.16609967851949833,1.2124423861007145,2.1968775050795397,0.01002030140844737,0.0021733014894502584,0.00496700721745435,0.01696888322251889,0.027242655426335707,1.8366466361297824,0.01696888322251889
0,86,active,1639,0.009440065223662879,0.0037986875419935996,0.002393197672681344,0.022447514760246527,1.6359621669327176,0.1654196677124223,1.2127439625356438,2.1921788162067974,0.009635359657814598,0.001984376727505194,0.004931980316812048,0.015257695737544173,0.022447514760246527,1.5380518400830987,0.015257695737544173
0,87,active,1638,0.008367007448282988,0.0029371125445309247,0.0025697782145095585,0.019761985854318157,1.6381176613863175,0.1622988636172904,1.2119797593362995,2.179689159864155,0.010021208072109973,0.0017797417742344398,0.0056213283895485055,0.015723657043502356,0.019761985854318157,1.386065006522452,0.015723657043502356
0,88,active,1637,0.008432574107952253,0.0029588858055232805,0.002590506291677871,0.019137296603171913,1.6385448481994174,0.16198812364408074,1.211332495753715,2.1790688434951324,0.00984597842604256,0.0017476929194211103,0.0055234298248591366,0.015137805131690102,0.019137296603171913,1.5949194687287316,0.015137805131690102
0,89,active,1636,0.00820922894359831,0.0027444334292405707,0.0026978130706025887,0.01760187339909199,1.6377352964781198,0.16183996264109402,1.2158940416240323,2.1782390680107544,0.010107595218793043,0.0017068430165709189,0.005857444431110016,0.015074017721443553,0.01760187339909199,1.3836811332563335,0.015074017721443553
0,90,active,1635,0.008071989486279142,0.0026532271958264303,0.0026573615717998588,0.017245857438661593,1.6380616075676688,0.1618596600277098,1.2149981589389898,2.1836055418370544,0.009822314509153302,0.001635194615789492,0.005695295582813135,0.014615433433195784,0.017245857438661593,1.7459239658082977,0.014615433433195784
0,91,active,1634,0.0078099299473565606,0.0022501697572091185,0.0030367436517765834,0.01612016215497031,1.6377508796829041,0.1599065592314724,1.2171062218339797,2.1750932396218263,0.011137542675110634,0.00161906591629575,0.006998913198253212,0.016231600433207063,0.01612016215497031,1.4452330716331978,0.016231600433207063
0,92,active,1633,0.007706995487926209,0.002327076618189186,0.0028222169288055956,0.01665627008236823,1.638892577091184,0.1595982636302904,1.2160044947966369,2.174374612559997,0.010379728994596741,0.0015840268720338558,0.006336091223367826,0.015499899451928808,0.01665627008236823,1.5727444159822856,0.015499899451928808
0,93,active,1632,0.0699900954891068,0.07359136364701199,0.002635701390305874,0.29707464830162006,1.64370212704952,0.16521625395773967,1.224286258548379,2.1855895710365005,0.01985774592866182,0.012671912907787082,0.004235156092210395,0.0524777395024124,0.29707464830162006,1.7930122979394136,0.0524777395024124
0,94,active,1631,0.06322894000331536,0.06526710046818772,0.00259403533776335,0.26449987713518436,1.6431282732668133,0.16495261472256745,1.224365396956805,2.1855490278886913,0.019015449854758084,0.011804143212223856,0.004239173562515067,0.04907993104053582,0.26449987713518436,1.4605587809235319,0.04907993104053582
0,95,active,1630,0.054063154106614296,0.05589964149952869,0.0025894630116263073,0.24128402783475028,1.6434523623616413,0.16483920716831715,1.2243227908778629,2.1855128757981857,0.01778161878208176,0.010786944091444092,0.004299726626258358,0.046993176725340174,0.24128402783475028,1.7343796212580689,0.046993176725340174
0,96,active,1629,0.008483212262044928,0.0028695517837672036,0.003160904334023001,0.02198919944543471,1.6385045476780447,0.160268817959435,1.226880980176341,2.1789952866715434,0.012065417113662682,0.0020020209174737478,0.007442088582357277,0.019815248271250103,0.02198919944543471,1.928217515610796,0.019815248271250103
0,97,active,1628,0.008138790413267158,0.0023317606906677686,0.003276317740660994,0.01675550184410497,1.6379162148616018,0.15948789436152602,1.2266082674604317,2.1786475652456776,0.012022925181072997,0.0017256995188128005,0.007685058756658995,0.017497243879609162,0.01675550184410497,1.8417787843271547,0.017497243879609162
0,98,active,1627,0.007411096246748078,0.0015963562666771306,0.0036251459136286057,0.01274036573169019,1.637870859704916,0.15659143819576068,1.2245646630215339,2.178533928462196,0.01337044819039727,0.0014586647134426322,0.009387238417731144,0.01767871903175453,0.01274036573169019,1.6537190269492485,0.01767871903175453
0,99,active,1626,0.007683004067966566,0.0014539436440893754,0.004126648919341722,0.012230186330658812,1.6339518042273902,0.15657568684450265,1.2283153278193102,2.175549585000473,0.01543036372204966,0.0014823452171514198,0.011338881854229352,0.01959983718751229,0.012230186330658812,1.3611574806765772,0.01959983718751229
0,100,active,1625,0.007590162470770308,0.001462731406475487,0.004050917793638029,0.012403316391026334,1.634518619073534,0.15658199198276726,1.2274478620299303,2.1757839831360597,0.01460212400511693,0.0014241648195182214,0.010697722221393723,0.01879759060887038,0.012403316391026334,1.8209145476703552,0.01879759060887038
0,101,active,1624,0.008167762135042889,0.0018501784053481267,0.0041557931232247105,0.015106530265269695,1.6332196144641051,0.15813086787319608,1.2362010633327831,2.177333066763919,0.015263222759239525,0.0017171209933648092,0.010931705239760366,0.0209569883421408,0.015106530265269695,1.827008091629248,0.0209569883421408
0,102,active,1623,0.00870440542683568,0.0012349824806334488,0.005496765554479169,0.013072111542882271,1.6264825967813363,0.15413277657210253,1.2485215935099219,2.1759534768915536,0.020695740430291626,0.0014812026897734387,0.01646030633896307,0.025480458311358586,0.013072111542882271,1.781239132653899,0.025480458311358586
0,103,active,1622,0.03420984086510444,0.03641194245506997,0.002405867634115417,0.18209126910245185,1.6309979677331465,0.15843872795116246,1.2222890018376393,2.184733769176362,0.014279818116378332,0.008267414092171833,0.004219278703164608,0.040268325125035344,0.18209126910245185,1.7704255317721036,0.040268325125035344
0,104,active,1621,0.029407094120995726,0.028629703466655835,0.002358722160895707,0.12706253837253137,1.625552693166748,0.15910216521867443,1.222612098738908,2.1845797849830726,0.013522857103998765,0.007223193992867472,0.004221736616146131,0.03302359749358235,0.12706253837253137,1.9242266009660591,0.03302359749358235
0,105,active,1620,0.027607969738699504,0.02630456766381393,0.0023967851861059052,0.11769767399783243,1.625064381199568,0.15877751910968219,1.2231582707915338,2.1845348735616654,0.013202823345304468,0.006875408150754103,0.004274935411520923,0.031771456149392044,0.11769767399783243,1.7875147504485078,0.031771456149392044
0,106,active,1619,0.023400606284177995,0.021442695728550766,0.0024167491519663533,0.09564830961216873,1.62505691530156,0.15851896041932118,1.224011183322179,2.184399331806517,0.012552866325322572,0.006120345953682924,0.004396216733638777,0.02899864596450782,0.09564830961216873,1.7837801627810794,0.02899864596450782
0,107,active,1618,0.0297084126616448,0.02893636943667033,0.0023179898761377157,0.14534989864211065,1.6202305516799838,0.16188973156169342,1.2213323629600819,2.1840267046196127,0.013585678629065852,0.007384255203338496,0.004198291824124153,0.0357723170685844,0.14534989864211065,1.752990823537466,0.0357723170685844
0,108,active,1617,0.012860537139955516,0.0008645574766537763,0.011182517713865707,0.017011321581852545,1.6108438332489612,0.14343500393979194,1.2568620683782017,2.1505744644610525,0.046867738527776044,0.0015851611157380468,0.04369018421179361,0.05404490550599576,0.017011321581852545,1.8589068722920021,0.05404490550599576
0,109,active,1616,0.013036440924018086,0.0008581211384523568,0.011360529634315929,0.01626190066980001,1.6108603350809292,0.14357118697682758,1.2557408499926936,2.1509115753541295,0.04690600307219911,0.0015552314188653194,0.04377326648183321,0.05250063274346362,0.01626190066980001,1.4782219068737528,0.05250063274346362
0,110,active,1615,0.013035605662396945,0.0008025172993718937,0.011410352933145013,0.015854019384637638,1.6105007549291355,0.14400690138107314,1.255834417368532,2.1509487099324103,0.046701179615404265,0.001452541047727476,0.0436773739728431,0.0515995586989984,0.015854019384637638,1.5924264760647118,0.0515995586989984
0,111,active,1614,0.012885090562645774,0.0008003717795279468,0.011271547686391993,0.015277250843078202,1.611275018620664,0.143690539528299,1.2539738096027013,2.1544409906513393,0.046286403168324414,0.001452850487021005,0.04327654508105391,0.05048438694342492,0.015277250843078202,1.7235482770416695,0.05048438694342492
0,112,active,1613,0.012797760414823538,0.0007829207258778613,0.01120448147026778,0.015203172963998235,1.611194751594675,0.1437142867253749,1.2541066089354052,2.1547899049614943,0.045974805749254104,0.0014214377702578592,0.04300296241815931,0.05019283634168366,0.015203172963998235,1.5335984437344983,0.05019283634168366
0,113,active,1612,0.012666853951663828,0.0007903542685947705,0.011073673829499694,0.015398995910972105,1.6111564629820663,0.14405308127539435,1.2553368202918385,2.15751303955104,0.04533356717087339,0.001428825970280192,0.0423729607485246,0.050076333671289976,0.015398995910972105,1.7102672297381738,0.050076333671289976
0,114,active,1611,0.012614178648094566,0.0007646005507869915,0.011045159089361734,0.014912575102476964,1.610978565256977,0.14411647324666527,1.2547441235388548,2.157035401284366,0.04526883660091916,0.0013873224994004664,0.04234551671493807,0.04929935106819572,0.014912575102476964,2.151869695818135,0.04929935106819572
0,115,active,1610,0.013395316166301005,0.0008128598555416112,0.011722702658950757,0.01552473548790876,1.6105633496855756,0.14362659171923775,1.2547496976452872,2.1647870994274228,0.044898536539175624,0.0013787574315521098,0.04198543615697762,0.0484090153653397,0.01552473548790876,1.7388045480441383,0.0484090153653397
0,116,active,1609,0.013317355572562094,0.0007927409482835253,0.01168733298155569,0.015450399921191424,1.6104720449667873,0.14339942944769626,1.2555386462363152,2.16483216022468,0.04493495816753942,0.001353270382759086,0.04207887284118036,0.04847268615729856,0.015450399921191424,1.659114199365462,0.04847268615729856
0,117,active,1608,0.013192754102921712,0.0007832283053344985,0.011572510090771525,0.015321763467077885,1.6104567122337012,0.14343403232820506,1.2561064531665749,2.1653404987655254,0.04450693175444222,0.0013366426481516535,0.04166831655405695,0.048035723555136176,0.015321763467077885,1.4588496978544083,0.048035723555136176
0,118,active,1607,0.013201031217276745,0.0007633030170574687,0.011606204852511784,0.015283003626272017,1.610417340066981,0.14353637425356755,1.2559548514698924,2.1654833102478213,0.04426935605884438,0.0012955769805120976,0.04149280929092618,0.04770172308328033,0.015283003626272017,1.5433440485877543,0.04770172308328033
0,119,active,1606,0.013084145959604292,0.0007499733245496756,0.011496991008888825,0.015086127760798948,1.6102110041643038,0.14358193695265653,1.2574157248102007,2.1657024116268717,0.04387046877371464,0.001272589954072513,0.04110728632119145,0.04717353555449739,0.015086127760798948,1.4757221478006979,0.04717353555449739
0,120,active,1605,0.012973592662663005,0.0007197905795381809,0.011438748221565436,0.01490836325185186,1.6110504489915605,0.1432770663932614,1.259700931225894,2.166266033333487,0.04344203840253422,0.0012202525331036346,0.04077529864662436,0.04663152396775239,0.01490836325185186,1.9453362455131498,0.04663152396775239
0,121,active,1604,0.013139710795921545,0.0007147873141725331,0.011604400479759198,0.015024030513597204,1.6104361055166097,0.142832692928923,1.2582526992818495,2.1630137983074524,0.04354466299192419,0.0011993250548707757,0.04090484281045395,0.04662324111407596,0.015024030513597204,1.4253186611411621,0.04662324111407596
0,122,active,1603,0.013154808953742127,0.0007063482337789425,0.011629782494629076,0.014978653902926499,1.6104442725781372,0.14267736398809347,1.2592235586441305,2.16298843435001,0.043564971266362544,0.0011847062467209252,0.0409449751130362,0.0465459213546847,0.014978653902926499,2.019768039562851,0.0465459213546847
0,123,active,1602,0.013312649739343069,0.0007184095886004077,0.011761161515790942,0.015102117650655177,1.6101979282737127,0.14187062206144685,1.2601906884659229,2.1622393914486127,0.04321929453832194,0.0011812926604286786,0.040605592344329464,0.04609017905209535,0.015102117650655177,1.5557449970530068,0.04609017905209535
0,124,active,1601,0.013340135843124955,0.00067893950678149,0.011854145717253415,0.015046095249165236,1.609433730497669,0.14236990942676872,1.2581765304197106,2.161644573231889,0.04374080703433015,0.0011285673015517476,0.04121493949655974,0.046508000643588274,0.015046095249165236,1.5782355600120261,0.046508000643588274
0,125,active,1600,0.013456863988596624,0.0006424644786165465,0.012018450540149194,0.015046239682105103,1.6084681767091045,0.14276881397047478,1.2550815719635124,2.158452941046975,0.044397236319647426,0.0010752795464679926,0.04193871883032552,0.04699648192041218,0.015046239682105103,1.8748490775989959,0.04699648192041218
0,126,active,1599,0.01352772770322122,0.0006464584335712931,0.012080629256228888,0.015108307807535686,1.608319525327969,0.14274459906216103,1.2551142265650717,2.1589831918264926,0.044115003887761975,0.0010694378547888613,0.04167003589892547,0.04667103582379449,0.015108307807535686,1.7575146752441628,0.04667103582379449
0,127,active,1598,0.013473062865922949,0.0006388733129622296,0.012038985879506029,0.015056410273958829,1.6082115521413194,0.1427973245933604,1.2530569625140013,2.1589442636677294,0.044041996554531525,0.0010593396509038166,0.041613570335939605,0.046607835091819295,0.015056410273958829,1.7123119204035397,0.046607835091819295
0,128,active,1597,0.013404517068072996,0.0006293273450287707,0.011983158947543354,0.014945729310069654,1.608188141543636,0.14279521494488698,1.2532249554962933,2.1593923102011727,0.043816421141607796,0.0010435163815207256,0.04140984946956623,0.046315115259991095,0.014945729310069654,1.480253561569826,0.046315115259991095
0,129,active,1596,0.013304442437599906,0.0006215254306715435,0.011906031729725937,0.014702155689445,1.6091159096842411,0.1419543107050848,1.2508937199123529,2.159910836936228,0.043610878023227544,0.0010332865913348032,0.04123733106796847,0.04588887423472009,0.014702155689445,1.7774680051382787,0.04588887423472009
