step,phase,M,acq_mean,acq_std,acq_min,acq_max,mu_mean,mu_std,mu_min,mu_max,sd_mean,sd_std,sd_min,sd_max,chosen_acq,chosen_mu,chosen_sd
35,active,1690,1.512926282967108,0.13832879343984494,1.0765353463953684,1.8579628642603585,1.513674319983372,0.13842703689901256,1.0768142312801314,1.8587569931073433,0.0007480370162640157,0.00017532543989656242,0.0002163992082253203,0.0010150192915576116,1.0765353463953684,1.0768142312801314,0.0002788848847630576
36,active,1689,1.611306859827376,0.050406824004201684,1.3937176233755115,1.8023708338084996,1.6116049620677635,0.05042540958615127,1.3938603125610103,1.8026652563158034,0.00029810224038728236,6.473538272434115e-05,5.3328194909416726e-05,0.00035669866263775995,1.3937176233755115,1.3938603125610103,0.00014268918549882817
37,active,1688,1.6227095595902725,0.04223883295374963,1.4064927948719035,1.8202720515015207,1.6229223772634924,0.04224054184314686,1.4066676422062714,1.8204007629032197,0.00021281767322023072,4.10735799833317e-05,3.812660963164468e-05,0.00024766651258736444,1.4064927948719035,1.4066676422062714,0.00017484733436781352
38,active,1687,1.7203951479362627,0.09367723739181281,1.4697161571872126,2.0451015919904654,1.7206007974684066,0.09366543595058714,1.4699006380438677,2.045237702699401,0.00020564953214362617,3.9673774676176415e-05,4.6921104477972017e-05,0.00024769851643207,1.4697161571872126,1.4699006380438677,0.00018448085665515295
39,active,1686,1.7290456631541065,0.08959047470239036,1.4816039394233678,2.0519736174067336,1.7292400730056945,0.08958524845581972,1.4817073017740525,2.052106054630034,0.00019440985158783312,3.775780274379644e-05,4.5881193191382545e-05,0.00024130570168494713,1.4816039394233678,1.4817073017740525,0.00010336235068481477
40,active,1685,1.7233961069534423,0.0863273223397561,1.5318545341999288,2.052853883101128,1.7235936553616966,0.08631992304395097,1.5320426654388042,2.0529844115292306,0.00019754840825420846,3.9514412321823455e-05,4.1195546052822324e-05,0.00024520934277945725,1.5318545341999288,1.5320426654388042,0.0001881312388753235
41,active,1684,1.7108384232830085,0.09905413748355706,1.480900110891541,2.0585109895764386,1.7110353254503554,0.09905580140779202,1.4809562651517858,2.0586491062408605,0.00019690216734713224,3.961033025910383e-05,4.1775418294088785e-05,0.00025223707477655316,1.480900110891541,1.4809562651517858,5.615426024495071e-05
42,active,1683,1.6629303712282901,0.10557921471932269,1.3965350097608735,2.0316000055356462,1.6631330958142938,0.10557964895541976,1.396652659636001,2.0317406986371775,0.00020272458600383323,4.012582409774522e-05,4.333229537183254e-05,0.00026063227571415356,1.3965350097608735,1.396652659636001,0.00011764987512751452
43,active,1682,1.6522229916520734,0.06549373280829733,1.4587309622919828,1.8871493064341254,1.6524058798222627,0.06550050497924718,1.45878332040767,1.8873133993332796,0.00018288817018927332,2.673399164628624e-05,5.235811568708279e-05,0.00022533941488667609,1.4587309622919828,1.45878332040767,5.235811568708279e-05
44,active,1681,1.6415267559280766,0.1803747760360358,1.1986206959962304,2.059225807570946,1.6859691280603624,0.1765189384238265,1.226578337387824,2.0858526585602,0.04444237213228582,0.01570034988576842,0.016737469543878947,0.0709304849302569,1.1986206959962304,1.2307828747928649,0.03216217879663448
45,active,1680,1.6400119082665374,0.1625866639473791,1.2424004175525072,2.0279980574026215,1.687585133394878,0.15866379925909813,1.2763345551533054,2.056555310421005,0.047573225128340585,0.016612637562518195,0.018195618028491806,0.07645267369853158,1.2424004175525072,1.2763345551533054,0.033934137600798234
46,active,1679,1.6400420926131294,0.15546367437223058,1.2968550216905212,2.022239382381668,1.68951603115008,0.15158927725291216,1.3220073995379407,2.0560495738561135,0.04947393853695051,0.017636368598376854,0.019078246539517014,0.08087683374552274,1.2968550216905212,1.3322386804457524,0.03538365875523123
47,active,1678,1.6488056301479743,0.14955121183390857,1.3155874704171697,2.033017415051293,1.699958394157929,0.1459966352550623,1.3366078609974745,2.0657148182655853,0.05115276400995497,0.01675624695481016,0.02063720654017022,0.08008548077257348,1.3155874704171697,1.3366078609974745,0.021020390580304738
48,active,1677,1.6543653191581495,0.18878202860037727,1.045821914723184,2.1754604605905317,1.654706393555831,0.18871684120310697,1.0461792445786595,2.175585168768131,0.00034107439768132995,0.0001818424651972985,2.439711004998991e-05,0.0006273320507717828,1.045821914723184,1.0461792445786595,0.0003573298554755823
49,active,1676,1.6909296591002445,0.17787703768735552,1.1354005643625678,2.168871370622898,1.6912277536007407,0.1778487207911903,1.1356468508240358,2.168948171590657,0.0002980945004962767,0.00012586897670072866,2.7751891912696632e-05,0.00048507940306163856,1.1354005643625678,1.1356468508240358,0.0002462864614679706
50,active,1675,1.696153194995335,0.17561616363220708,1.2015965482700626,2.168107950403111,1.6964600050444227,0.17558537784744002,1.2017469662820965,2.168187619914289,0.00030681004908764223,0.00013650160583072996,2.682933259175615e-05,0.0005117370795454648,1.2015965482700626,1.2017469662820965,0.00015041801203396636
51,active,1674,1.6970769914653323,0.17558121671816443,1.2068326588516947,2.16989152375762,1.6974195136867054,0.17554339333863,1.2069023891555826,2.1700150528669493,0.0003425222213730515,0.00016488117422818737,2.849090274953496e-05,0.0005934136395882133,1.2068326588516947,1.2069023891555826,6.97303038878788e-05
52,active,1673,1.5863834744183039,0.13507132062480565,1.2085069040261538,1.9563700470166325,1.6647136531034452,0.13746934395974728,1.2596962614605165,2.025904214166248,0.0783301786851414,0.02401901615318892,0.04755144119919336,0.14450384270883226,1.2085069040261538,1.2596962614605165,0.051189357434362745
