step,phase,M,acq_mean,acq_std,acq_min,acq_max,mu_mean,mu_std,mu_min,mu_max,sd_mean,sd_std,sd_min,sd_max,chosen_acq,chosen_mu,chosen_sd
35,active,1690,1.5121782459508437,0.13823070253176656,1.0762564615106054,1.8571687354133737,1.513674319983372,0.13842703689901256,1.0768142312801314,1.8587569931073433,0.0007480370162640157,0.00017532543989656242,0.0002163992082253203,0.0010150192915576116,1.0762564615106054,1.0768142312801314,0.0002788848847630576
36,active,1689,1.611008757586989,0.050388314734564836,1.3935749341900125,1.802076411301196,1.6116049620677635,0.05042540958615127,1.3938603125610103,1.8026652563158034,0.00029810224038728236,6.473538272434115e-05,5.3328194909416726e-05,0.00035669866263775995,1.3935749341900125,1.3938603125610103,0.00014268918549882817
37,active,1688,1.6224967419170522,0.04223716393728202,1.4063179475375358,1.8201433400998217,1.6229223772634924,0.04224054184314686,1.4066676422062714,1.8204007629032197,0.00021281767322023072,4.10735799833317e-05,3.812660963164468e-05,0.00024766651258736444,1.4063179475375358,1.4066676422062714,0.00017484733436781352
38,active,1687,1.7201894984041193,0.09368905414682847,1.4695316763305575,2.04496548128153,1.7206007974684066,0.09366543595058714,1.4699006380438677,2.045237702699401,0.00020564953214362617,3.9673774676176415e-05,4.6921104477972017e-05,0.00024769851643207,1.4695316763305575,1.4699006380438677,0.00018448085665515295
39,active,1686,1.7288512533025189,0.08959571655615954,1.4815005770726828,2.0518411801834326,1.7292400730056945,0.08958524845581972,1.4817073017740525,2.052106054630034,0.00019440985158783312,3.775780274379644e-05,4.5881193191382545e-05,0.00024130570168494713,1.4815005770726828,1.4817073017740525,0.00010336235068481477
40,active,1685,1.723198558545188,0.08633473908669817,1.5316664029610536,2.052723354673025,1.7235936553616966,0.08631992304395097,1.5320426654388042,2.0529844115292306,0.00019754840825420846,3.9514412321823455e-05,4.1195546052822324e-05,0.00024520934277945725,1.5316664029610536,1.5320426654388042,0.0001881312388753235
41,active,1684,1.7106415211156611,0.09905248937123912,1.4808439566312959,2.0583728729120168,1.7110353254503554,0.09905580140779202,1.4809562651517858,2.0586491062408605,0.00019690216734713224,3.961033025910383e-05,4.1775418294088785e-05,0.00025223707477655316,1.4808439566312959,1.4809562651517858,5.615426024495071e-05
42,active,1683,1.662727646642286,0.10557879573148929,1.396417359885746,2.031459312434115,1.6631330958142938,0.10557964895541976,1.396652659636001,2.0317406986371775,0.00020272458600383323,4.012582409774522e-05,4.333229537183254e-05,0.00026063227571415356,1.396417359885746,1.396652659636001,0.00011764987512751452
43,active,1682,1.6520401034818843,0.06548697085073883,1.4586786041762958,1.8869852135349714,1.6524058798222627,0.06550050497924718,1.45878332040767,1.8873133993332796,0.00018288817018927332,2.673399164628624e-05,5.235811568708279e-05,0.00022533941488667609,1.4586786041762958,1.45878332040767,5.235811568708279e-05
44,active,1681,1.5970843837957907,0.18548365429572655,1.1664585171995958,2.0330209359336626,1.6859691280603624,0.1765189384238265,1.226578337387824,2.0858526585602,0.04444237213228582,0.01570034988576842,0.016737469543878947,0.0709304849302569,1.1664585171995958,1.2307828747928649,0.03216217879663448
