step,phase,n,kernel,dist_ls0,dist_ls1,pos_ls0,pos_ls1,noise_var,LML,train_rmse,train_mae,train_r2
12,warmup,13,"SliceKernel(base=RBF(length_scale=[1.75, 1e+03]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1e+03, 0.664]), idx=[2, 3]) + WhiteKernel(noise_level=0.00525)",1.7549716,1000,1000,0.66353327,0.0052503401,-4.2877795,0.0035928141,0.002798573,0.99804852
13,warmup,14,"SliceKernel(base=RBF(length_scale=[1.39, 1.56]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1e+03, 0.714]), idx=[2, 3]) + WhiteKernel(noise_level=0.00378)",1.3892126,1.5587024,1000,0.71354935,0.0037808833,-4.5935528,0.0034232968,0.0026021364,0.9986809
14,warmup,15,"SliceKernel(base=RBF(length_scale=[1.08, 0.851]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1e+03, 0.739]), idx=[2, 3]) + WhiteKernel(noise_level=0.00341)",1.0776048,0.85094506,1000,0.73870162,0.0034147926,-4.7972291,0.0032320948,0.0025371497,0.99891028
15,warmup,16,"SliceKernel(base=RBF(length_scale=[1.35, 0.848]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.37, 0.768]), idx=[2, 3]) + WhiteKernel(noise_level=0.00434)",1.349523,0.84822503,2.3723601,0.76821542,0.0043377522,-4.2016839,0.0039471461,0.0032263391,0.99841333
16,warmup,17,"SliceKernel(base=RBF(length_scale=[1.33, 0.834]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.859, 1.16]), idx=[2, 3]) + WhiteKernel(noise_level=0.00313)",1.3283972,0.83376009,0.85870226,1.1550046,0.0031262673,-3.6458321,0.0033235035,0.002683528,0.99888208
17,warmup,18,"SliceKernel(base=RBF(length_scale=[1.27, 0.794]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.83, 1.34]), idx=[2, 3]) + WhiteKernel(noise_level=0.00261)",1.2665028,0.79360067,0.83020375,1.3386404,0.0026070714,-2.7279348,0.0030426811,0.0024033148,0.99905506
18,warmup,19,"SliceKernel(base=RBF(length_scale=[1.26, 0.772]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.851, 1.41]), idx=[2, 3]) + WhiteKernel(noise_level=0.0025)",1.2574067,0.77231324,0.85139661,1.410631,0.0025031435,-2.1517018,0.0029384267,0.0022583479,0.99907304
19,warmup,20,"SliceKernel(base=RBF(length_scale=[1.27, 0.775]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.853, 1.51]), idx=[2, 3]) + WhiteKernel(noise_level=0.00242)",1.2715327,0.77472042,0.8530145,1.5133983,0.0024187138,-1.5078103,0.0028711413,0.0021711355,0.99909041
20,warmup,21,"SliceKernel(base=RBF(length_scale=[1.24, 0.734]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.887, 1.24]), idx=[2, 3]) + WhiteKernel(noise_level=0.00273)",1.2425722,0.73404151,0.88684181,1.2417448,0.0027275769,-1.7322719,0.0029742077,0.0022656385,0.99897919
21,warmup,22,"SliceKernel(base=RBF(length_scale=[1.38, 0.579]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.822, 1.1]), idx=[2, 3]) + WhiteKernel(noise_level=0.0029)",1.3804121,0.57870071,0.82170295,1.0970676,0.0029013211,-2.1431407,0.0030016099,0.0022171247,0.99894466
22,warmup,23,"SliceKernel(base=RBF(length_scale=[12.2, 1.43]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.805, 1.07]), idx=[2, 3]) + WhiteKernel(noise_level=0.00316)",12.204001,1.4316304,0.80457363,1.065946,0.0031568091,0.85093825,0.0034859369,0.0026183346,0.99873067
23,warmup,24,"SliceKernel(base=RBF(length_scale=[5.66, 2.56]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.835, 1.12]), idx=[2, 3]) + WhiteKernel(noise_level=0.00316)",5.657227,2.5622975,0.83541406,1.1186592,0.0031562536,1.7494799,0.0037727184,0.0029547097,0.99871203
24,warmup,25,"SliceKernel(base=RBF(length_scale=[0.699, 0.212]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.908, 1.17]), idx=[2, 3]) + WhiteKernel(noise_level=0.00185)",0.6985639,0.21166561,0.90769909,1.1747444,0.0018450943,-1.1998835,0.0027770066,0.0020285941,0.99939157
25,warmup,26,"SliceKernel(base=RBF(length_scale=[0.59, 0.18]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.994, 1.19]), idx=[2, 3]) + WhiteKernel(noise_level=0.00214)",0.59040478,0.17978878,0.99413743,1.1899108,0.0021437261,0.052022297,0.0032508664,0.0025344713,0.99924366
26,warmup,27,"SliceKernel(base=RBF(length_scale=[0.546, 0.169]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.04, 1.22]), idx=[2, 3]) + WhiteKernel(noise_level=0.00185)",0.54626605,0.16871867,1.035125,1.2225811,0.0018541699,1.6414777,0.0030990625,0.002363317,0.99933932
27,warmup,28,"SliceKernel(base=RBF(length_scale=[0.486, 0.195]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.06, 1.24]), idx=[2, 3]) + WhiteKernel(noise_level=0.00181)",0.48586219,0.19491606,1.0585994,1.2391151,0.0018105656,2.391365,0.0030540714,0.0023151227,0.99934258
28,warmup,29,"SliceKernel(base=RBF(length_scale=[0.452, 0.205]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.07, 1.25]), idx=[2, 3]) + WhiteKernel(noise_level=0.00174)",0.45192875,0.20459611,1.065017,1.2477819,0.0017376228,3.0412218,0.0029479604,0.0021839175,0.99936778
29,warmup,30,"SliceKernel(base=RBF(length_scale=[1e+03, 0.0764]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.11, 1.2]), idx=[2, 3]) + WhiteKernel(noise_level=0.00199)",1000,0.076359177,1.1126027,1.1967033,0.0019933935,0.87108691,0.0031988477,0.0024440117,0.99925306
30,warmup,31,"SliceKernel(base=RBF(length_scale=[1.58, 2.9]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.21, 0.997]), idx=[2, 3]) + WhiteKernel(noise_level=0.00448)",1.57758,2.9041661,1.2134259,0.99743812,0.0044771992,3.4244382,0.0058951768,0.0045310477,0.99786502
31,warmup,32,"SliceKernel(base=RBF(length_scale=[940, 0.078]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.12, 1.29]), idx=[2, 3]) + WhiteKernel(noise_level=0.00157)",939.7308,0.077952762,1.1226806,1.2948141,0.001566125,1.7104281,0.0031079483,0.002434644,0.9994447
32,warmup,33,"SliceKernel(base=RBF(length_scale=[0.262, 0.169]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.945, 1.16]), idx=[2, 3]) + WhiteKernel(noise_level=0.00159)",0.26224114,0.16859615,0.94543279,1.1592889,0.0015885406,-1.8265624,0.0028763645,0.0021156813,0.9995347
33,warmup,34,"SliceKernel(base=RBF(length_scale=[0.243, 0.184]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.967, 1.17]), idx=[2, 3]) + WhiteKernel(noise_level=0.00165)",0.24273021,0.18402716,0.96675972,1.1691077,0.0016471303,-2.8828316,0.0029108367,0.0021197774,0.99952017
34,warmup,35,"SliceKernel(base=RBF(length_scale=[1.11, 3.96]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.51, 1.08]), idx=[2, 3]) + WhiteKernel(noise_level=0.00787)",1.1052655,3.9632671,1.5117326,1.0806329,0.0078657425,2.5470622,0.0089658563,0.0069935348,0.99570676
34,active,35,"SliceKernel(base=RBF(length_scale=[1.11, 3.96]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.51, 1.08]), idx=[2, 3]) + WhiteKernel(noise_level=0.00787)",1.1052655,3.9632671,1.5117326,1.0806329,0.0078657425,2.5470622,0.0089658563,0.0069935348,0.99570676
35,active,36,"SliceKernel(base=RBF(length_scale=[1.06, 3.83]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.51, 0.981]), idx=[2, 3]) + WhiteKernel(noise_level=0.00804)",1.0631124,3.8307398,1.5097605,0.98069963,0.0080373153,0.83250525,0.0088115978,0.0067714283,0.9957371
36,active,37,"SliceKernel(base=RBF(length_scale=[0.848, 3.35]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.56, 0.992]), idx=[2, 3]) + WhiteKernel(noise_level=0.00797)",0.84774608,3.3496444,1.559023,0.99200349,0.0079720246,-0.14967796,0.0088124166,0.006742981,0.99584723
37,active,38,"SliceKernel(base=RBF(length_scale=[0.926, 3.61]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.46, 0.854]), idx=[2, 3]) + WhiteKernel(noise_level=0.00615)",0.92593068,3.605602,1.4550222,0.85432236,0.0061537702,-0.3556048,0.0087660135,0.0067907102,0.99686617
38,active,39,"SliceKernel(base=RBF(length_scale=[0.922, 3.48]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.39, 0.845]), idx=[2, 3]) + WhiteKernel(noise_level=0.00628)",0.92217037,3.4780802,1.3919265,0.84515103,0.00628465,-1.8472004,0.008647573,0.0066183293,0.9968712
39,active,40,"SliceKernel(base=RBF(length_scale=[0.922, 3.43]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.35, 0.851]), idx=[2, 3]) + WhiteKernel(noise_level=0.00651)",0.92223527,3.433651,1.3483587,0.85079046,0.0065080731,-3.0875083,0.0087313715,0.0067381457,0.99679818
40,active,41,"SliceKernel(base=RBF(length_scale=[0.896, 2.62]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.29, 0.757]), idx=[2, 3]) + WhiteKernel(noise_level=0.00651)",0.89611553,2.6204905,1.2904314,0.75652035,0.0065113035,-5.732957,0.0083971223,0.0064110029,0.99696527
41,active,42,"SliceKernel(base=RBF(length_scale=[0.86, 3.31]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.31, 0.763]), idx=[2, 3]) + WhiteKernel(noise_level=0.00634)",0.85968189,3.3137776,1.3145943,0.76271532,0.0063363453,-5.7246824,0.0083605322,0.0063493693,0.99709215
42,active,43,"SliceKernel(base=RBF(length_scale=[2.43, 2.82]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.21, 0.8]), idx=[2, 3]) + WhiteKernel(noise_level=0.00915)",2.4317446,2.8239214,1.2110718,0.79970838,0.0091532093,-6.5083791,0.010560077,0.0077776507,0.995327
43,active,44,"SliceKernel(base=RBF(length_scale=[2.48, 2.77]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.37, 0.713]), idx=[2, 3]) + WhiteKernel(noise_level=0.00919)",2.4808526,2.7697374,1.366595,0.71317369,0.0091873854,-7.3019342,0.010667608,0.0079483044,0.99535386
44,active,45,"SliceKernel(base=RBF(length_scale=[0.795, 2.99]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.52, 0.719]), idx=[2, 3]) + WhiteKernel(noise_level=0.00642)",0.794632,2.9883325,1.5151884,0.71943547,0.0064157178,-9.1684611,0.0082762813,0.0061122711,0.99716827
45,active,46,"SliceKernel(base=RBF(length_scale=[0.775, 3.22]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.55, 0.729]), idx=[2, 3]) + WhiteKernel(noise_level=0.00652)",0.77451076,3.2235108,1.5475993,0.72919009,0.0065211078,-9.2681617,0.0083760001,0.0062428535,0.99713328
46,active,47,"SliceKernel(base=RBF(length_scale=[2.33, 3.43]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.04, 0.799]), idx=[2, 3]) + WhiteKernel(noise_level=0.00812)",2.3274506,3.4290509,1.0438251,0.79927721,0.0081169387,-9.3471919,0.01007269,0.0071841842,0.99615672
47,active,48,"SliceKernel(base=RBF(length_scale=[2.25, 3.33]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.37, 0.734]), idx=[2, 3]) + WhiteKernel(noise_level=0.0093)",2.2539138,3.3333452,1.3689409,0.73370102,0.0092966002,-9.8728814,0.010977818,0.0080054012,0.99545083
48,active,49,"SliceKernel(base=RBF(length_scale=[2.31, 2.51]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.39, 0.745]), idx=[2, 3]) + WhiteKernel(noise_level=0.00961)",2.3064901,2.5098583,1.3903744,0.74460127,0.0096075247,-11.043447,0.010973654,0.0082203091,0.99537132
49,active,50,"SliceKernel(base=RBF(length_scale=[2.07, 2.69]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.46, 0.707]), idx=[2, 3]) + WhiteKernel(noise_level=0.0103)",2.070336,2.6934388,1.4603576,0.70659724,0.01031685,-12.448042,0.011258086,0.0084693759,0.99504899
50,active,51,"SliceKernel(base=RBF(length_scale=[0.677, 1.79]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.25, 0.703]), idx=[2, 3]) + WhiteKernel(noise_level=0.00629)",0.67735585,1.7925922,1.2522463,0.70337275,0.0062912033,-18.70877,0.0076630206,0.0054779718,0.99766091
51,active,52,"SliceKernel(base=RBF(length_scale=[0.689, 1.88]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.26, 0.692]), idx=[2, 3]) + WhiteKernel(noise_level=0.00638)",0.68881261,1.88005,1.258296,0.69177237,0.0063767329,-19.560912,0.0076264034,0.0054324962,0.99765711
52,active,53,"SliceKernel(base=RBF(length_scale=[0.662, 1.67]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.26, 0.707]), idx=[2, 3]) + WhiteKernel(noise_level=0.00622)",0.66182502,1.6690138,1.2591966,0.70745035,0.0062211573,-20.903957,0.0073727125,0.0051728193,0.99776991
53,active,54,"SliceKernel(base=RBF(length_scale=[2.98, 0.889]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.37, 0.751]), idx=[2, 3]) + WhiteKernel(noise_level=0.0105)",2.9809478,0.88851477,1.3669311,0.75142126,0.010500846,-16.142666,0.011157651,0.0085623955,0.9951382
54,active,55,"SliceKernel(base=RBF(length_scale=[3, 0.904]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.39, 0.761]), idx=[2, 3]) + WhiteKernel(noise_level=0.0102)",3.0012223,0.90384335,1.3864966,0.76136266,0.010199408,-15.560855,0.011070654,0.0084521621,0.99530064
55,active,56,"SliceKernel(base=RBF(length_scale=[2.96, 0.881]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.39, 0.777]), idx=[2, 3]) + WhiteKernel(noise_level=0.0102)",2.9625275,0.88145526,1.3897519,0.77736616,0.010192441,-16.055888,0.010959092,0.0082704225,0.99531148
56,active,57,"SliceKernel(base=RBF(length_scale=[2.19, 0.951]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.888, 0.774]), idx=[2, 3]) + WhiteKernel(noise_level=0.00894)",2.191941,0.95109757,0.88818711,0.77409404,0.0089396479,-23.840707,0.0096144096,0.0073454012,0.99648821
57,active,58,"SliceKernel(base=RBF(length_scale=[2.1, 0.943]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.911, 0.776]), idx=[2, 3]) + WhiteKernel(noise_level=0.00884)",2.0999219,0.94273161,0.91132948,0.77603971,0.0088367539,-24.312155,0.0095104196,0.0072439944,0.99653867
58,active,59,"SliceKernel(base=RBF(length_scale=[2.12, 0.884]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.762, 0.706]), idx=[2, 3]) + WhiteKernel(noise_level=0.0087)",2.1236026,0.88355621,0.76237383,0.70643388,0.008696685,-27.856287,0.0093138055,0.0070836984,0.99690481
59,active,60,"SliceKernel(base=RBF(length_scale=[2.29, 0.916]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.716, 0.729]), idx=[2, 3]) + WhiteKernel(noise_level=0.00845)",2.2915902,0.91635142,0.71638273,0.72886858,0.0084537879,-26.673227,0.00942681,0.0071800031,0.9969654
60,active,61,"SliceKernel(base=RBF(length_scale=[2.33, 0.928]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.722, 0.733]), idx=[2, 3]) + WhiteKernel(noise_level=0.00837)",2.3264868,0.92845732,0.72219209,0.73298967,0.0083655345,-26.44154,0.0094045938,0.0071292882,0.99699467
61,active,62,"SliceKernel(base=RBF(length_scale=[2.21, 0.948]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.736, 0.735]), idx=[2, 3]) + WhiteKernel(noise_level=0.00855)",2.2114189,0.94758941,0.73595779,0.73457735,0.0085481447,-26.815186,0.0095056383,0.0072413403,0.99691256
62,active,63,"SliceKernel(base=RBF(length_scale=[1.31, 0.915]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.699, 0.506]), idx=[2, 3]) + WhiteKernel(noise_level=0.00335)",1.306376,0.91472802,0.69900852,0.5064419,0.0033463695,-31.060212,0.0048045583,0.0033788786,0.99927309
63,active,64,"SliceKernel(base=RBF(length_scale=[1.45, 0.983]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.687, 0.504]), idx=[2, 3]) + WhiteKernel(noise_level=0.00352)",1.4460494,0.98345365,0.68725327,0.50435349,0.0035190888,-31.170601,0.0049560949,0.0035338923,0.99922634
64,active,65,"SliceKernel(base=RBF(length_scale=[1.33, 0.89]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.663, 0.463]), idx=[2, 3]) + WhiteKernel(noise_level=0.00283)",1.3279475,0.88978214,0.66254419,0.46287478,0.002829444,-34.952261,0.0040570224,0.0027965168,0.9994828
65,active,66,"SliceKernel(base=RBF(length_scale=[1.42, 0.924]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.656, 0.461]), idx=[2, 3]) + WhiteKernel(noise_level=0.00307)",1.420602,0.92364715,0.65595307,0.46083706,0.0030683302,-35.15252,0.0042697761,0.0029719065,0.99943348
66,active,67,"SliceKernel(base=RBF(length_scale=[1.42, 0.943]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.627, 0.466]), idx=[2, 3]) + WhiteKernel(noise_level=0.00278)",1.4209214,0.94267282,0.62734843,0.46564013,0.0027811324,-36.739132,0.0039369574,0.002751331,0.99952095
67,active,68,"SliceKernel(base=RBF(length_scale=[2.59, 1.04]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.601, 0.483]), idx=[2, 3]) + WhiteKernel(noise_level=0.00503)",2.5913731,1.0382352,0.60122929,0.48314415,0.0050259159,-36.238451,0.0060474588,0.0046034987,0.99885677
68,active,69,"SliceKernel(base=RBF(length_scale=[2.62, 1.05]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.603, 0.481]), idx=[2, 3]) + WhiteKernel(noise_level=0.0051)",2.6197562,1.0454151,0.60279155,0.48066246,0.0050965179,-36.284193,0.0061426001,0.0047107426,0.9988194
69,active,70,"SliceKernel(base=RBF(length_scale=[2.63, 1.04]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.619, 0.49]), idx=[2, 3]) + WhiteKernel(noise_level=0.00514)",2.6293774,1.0417703,0.61850502,0.49031214,0.0051369751,-35.292891,0.0063237334,0.0048501803,0.998782
70,active,71,"SliceKernel(base=RBF(length_scale=[2.61, 1.05]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.62, 0.501]), idx=[2, 3]) + WhiteKernel(noise_level=0.00515)",2.6115957,1.0461008,0.61977596,0.50098554,0.0051478337,-34.731187,0.0064285033,0.0048848512,0.99875266
71,active,72,"SliceKernel(base=RBF(length_scale=[2.68, 1.05]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.613, 0.506]), idx=[2, 3]) + WhiteKernel(noise_level=0.00483)",2.6806653,1.0538442,0.61313169,0.50588183,0.0048286282,-30.316212,0.0066620184,0.0050260143,0.99879833
72,active,73,"SliceKernel(base=RBF(length_scale=[2.61, 1.04]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.605, 0.48]), idx=[2, 3]) + WhiteKernel(noise_level=0.00447)",2.6102931,1.0399314,0.60455194,0.48009795,0.0044742198,-31.719999,0.0062323066,0.0048012146,0.99896195
73,active,74,"SliceKernel(base=RBF(length_scale=[2.69, 1.05]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.589, 0.481]), idx=[2, 3]) + WhiteKernel(noise_level=0.0045)",2.6856959,1.0541154,0.58892037,0.48100332,0.0045017622,-31.252039,0.0062637651,0.0048212661,0.99895351
74,active,75,"SliceKernel(base=RBF(length_scale=[2.31, 1.02]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.525, 0.534]), idx=[2, 3]) + WhiteKernel(noise_level=0.00691)",2.3103197,1.0206513,0.52543195,0.53363851,0.0069092995,-36.356909,0.0082332662,0.0057771122,0.99826357
75,active,76,"SliceKernel(base=RBF(length_scale=[2.17, 0.996]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.577, 0.545]), idx=[2, 3]) + WhiteKernel(noise_level=0.00763)",2.1651162,0.99570931,0.57700662,0.54470546,0.0076268578,-35.708732,0.0090905152,0.0065401999,0.9979183
76,active,77,"SliceKernel(base=RBF(length_scale=[0.684, 0.928]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.609, 0.586]), idx=[2, 3]) + WhiteKernel(noise_level=0.00299)",0.68402966,0.9279635,0.60915709,0.58647659,0.0029928413,-39.388097,0.0046542501,0.0031513061,0.99945267
77,active,78,"SliceKernel(base=RBF(length_scale=[0.711, 0.878]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.61, 0.585]), idx=[2, 3]) + WhiteKernel(noise_level=0.00303)",0.71140905,0.87838243,0.60971973,0.58520877,0.0030274093,-40.560738,0.0046335224,0.0031206593,0.99945101
78,active,79,"SliceKernel(base=RBF(length_scale=[0.635, 0.824]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.613, 0.589]), idx=[2, 3]) + WhiteKernel(noise_level=0.00289)",0.63468781,0.82441022,0.61343941,0.5890822,0.0028862291,-42.666051,0.0043894388,0.002917063,0.99950103
79,active,80,"SliceKernel(base=RBF(length_scale=[0.659, 0.842]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.607, 0.572]), idx=[2, 3]) + WhiteKernel(noise_level=0.00288)",0.65896664,0.84175758,0.60700135,0.57200796,0.0028826029,-43.748882,0.0043054565,0.002891441,0.99951534
80,active,81,"SliceKernel(base=RBF(length_scale=[0.676, 0.838]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.611, 0.574]), idx=[2, 3]) + WhiteKernel(noise_level=0.00306)",0.67581327,0.83768824,0.61118225,0.57386324,0.0030593093,-43.921829,0.0044721602,0.0030480603,0.99947672
81,active,82,"SliceKernel(base=RBF(length_scale=[0.678, 0.838]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.615, 0.575]), idx=[2, 3]) + WhiteKernel(noise_level=0.00304)",0.67840692,0.83806606,0.61496059,0.57466685,0.0030423215,-43.868888,0.0044694713,0.0030359311,0.99947629
82,active,83,"SliceKernel(base=RBF(length_scale=[0.714, 0.828]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.595, 0.566]), idx=[2, 3]) + WhiteKernel(noise_level=0.00445)",0.71436333,0.82765412,0.59515227,0.56560377,0.0044547609,-47.520377,0.0056508762,0.0040450329,0.99915728
83,active,84,"SliceKernel(base=RBF(length_scale=[0.728, 0.831]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.598, 0.563]), idx=[2, 3]) + WhiteKernel(noise_level=0.00448)",0.72846956,0.83081243,0.59765521,0.56348858,0.0044838077,-47.499173,0.0056662153,0.0040539073,0.99914739
