step,phase,n,kernel,dist_ls0,dist_ls1,pos_ls0,pos_ls1,noise_var,LML,train_rmse,train_mae,train_r2
11,warmup,12,"SliceKernel(base=RBF(length_scale=[1e+03, 1.01]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[23.5, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000514)",1000,1.0108411,23.497242,1000,0.00051371828,8.1516352,0.0065213101,0.0057656967,0.99978243
12,warmup,13,"SliceKernel(base=RBF(length_scale=[1e+03, 0.695]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[21.7, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000519)",1000,0.6948525,21.709027,1000,0.00051935897,6.812791,0.0062287601,0.0052781398,0.99979477
13,warmup,14,"SliceKernel(base=RBF(length_scale=[1e+03, 0.0964]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[22.3, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.00047)",1000,0.096409526,22.27998,1000,0.00046982295,5.5408879,0.006097875,0.0050284138,0.99982623
14,warmup,15,"SliceKernel(base=RBF(length_scale=[1e+03, 0.072]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[21.9, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000467)",1000,0.072015983,21.944391,1000,0.00046701719,4.8500602,0.0058171142,0.0046847768,0.99984031
15,warmup,16,"SliceKernel(base=RBF(length_scale=[1e+03, 0.0633]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[21.7, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000502)",1000,0.063287853,21.656687,1000,0.00050239962,4.8851526,0.0057596561,0.0046281438,0.9998352
16,warmup,17,"SliceKernel(base=RBF(length_scale=[0.572, 1e+03]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.826, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000285)",0.57183109,1000,0.82563968,1000,0.00028458057,5.2324439,0.0035617396,0.0027151714,0.99993309
17,warmup,18,"SliceKernel(base=RBF(length_scale=[0.859, 0.0798]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[389, 4.9]), idx=[2, 3]) + WhiteKernel(noise_level=0.000362)",0.8591205,0.079788325,388.57725,4.8966702,0.00036162713,4.6695919,0.0042757092,0.0034185157,0.99989795
18,warmup,19,"SliceKernel(base=RBF(length_scale=[1e+03, 0.0538]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[20.7, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000547)",1000,0.053751535,20.653644,1000,0.00054738274,6.7832072,0.0057544865,0.0047791181,0.99980545
19,warmup,20,"SliceKernel(base=RBF(length_scale=[1e+03, 0.052]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[20.4, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000517)",1000,0.052049786,20.379543,1000,0.0005169791,7.930601,0.0055456076,0.0045311959,0.99981063
20,warmup,21,"SliceKernel(base=RBF(length_scale=[0.642, 0.143]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.14, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000213)",0.64246849,0.14304418,1.1395796,1000,0.000213368,8.8465929,0.0028542856,0.0022428861,0.9999477
21,warmup,22,"SliceKernel(base=RBF(length_scale=[3.69, 0.0513]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[409, 11.2]), idx=[2, 3]) + WhiteKernel(noise_level=0.000618)",3.6881787,0.051344539,409.04925,11.226925,0.00061843027,9.0135796,0.0059578207,0.0049195443,0.99976322
22,warmup,23,"SliceKernel(base=RBF(length_scale=[0.659, 0.0784]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.86, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000369)",0.65864395,0.078372659,2.8575127,1000,0.00036855979,8.3550666,0.004003144,0.003178831,0.99988898
23,warmup,24,"SliceKernel(base=RBF(length_scale=[0.457, 0.0747]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.74, 404]), idx=[2, 3]) + WhiteKernel(noise_level=0.000373)",0.45694411,0.074727008,2.7442681,403.92383,0.00037324915,7.2467307,0.0039233955,0.0030517051,0.99989238
24,warmup,25,"SliceKernel(base=RBF(length_scale=[1.62, 0.0465]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[403, 9.32]), idx=[2, 3]) + WhiteKernel(noise_level=0.000651)",1.6153997,0.046516504,402.53456,9.3214346,0.00065147143,5.4790422,0.0054843153,0.004286769,0.99978313
25,warmup,26,"SliceKernel(base=RBF(length_scale=[0.303, 3.95]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1e+03, 0.496]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",0.30250964,3.9471101,1000,0.49609323,1e-06,6.192748,4.9375398e-05,3.7783429e-05,0.99999998
26,warmup,27,"SliceKernel(base=RBF(length_scale=[0.904, 0.0449]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.59, 7.57]), idx=[2, 3]) + WhiteKernel(noise_level=0.000627)",0.90391241,0.044940658,2.5941751,7.57103,0.0006272658,7.4585797,0.004995383,0.0039335595,0.9998061
27,warmup,28,"SliceKernel(base=RBF(length_scale=[0.259, 4.03]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1e+03, 0.518]), idx=[2, 3]) + WhiteKernel(noise_level=1.31e-06)",0.25862234,4.0253546,1000,0.51832532,1.3097594e-06,10.002344,6.8729648e-05,4.8840314e-05,0.99999996
28,warmup,29,"SliceKernel(base=RBF(length_scale=[0.307, 0.0621]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[408, 5.01]), idx=[2, 3]) + WhiteKernel(noise_level=0.000337)",0.30699112,0.062060101,407.51292,5.014422,0.00033714874,9.3726257,0.0034313195,0.0025832421,0.99990174
29,warmup,30,"SliceKernel(base=RBF(length_scale=[0.281, 0.0613]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[407, 4.84]), idx=[2, 3]) + WhiteKernel(noise_level=0.00035)",0.2807151,0.061272433,406.72151,4.8427904,0.00034965627,7.8803943,0.0033769217,0.0025009506,0.99990155
30,warmup,31,"SliceKernel(base=RBF(length_scale=[0.238, 0.0596]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[409, 4.83]), idx=[2, 3]) + WhiteKernel(noise_level=0.000362)",0.23772772,0.059593288,408.87525,4.8305597,0.00036192931,6.42431,0.0033257508,0.0024249929,0.99990145
31,warmup,32,"SliceKernel(base=RBF(length_scale=[0.212, 0.0589]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[406, 4.74]), idx=[2, 3]) + WhiteKernel(noise_level=0.000372)",0.21237531,0.058862097,406.15289,4.7363541,0.00037211921,6.1046152,0.003269462,0.0023577335,0.99990169
32,warmup,33,"SliceKernel(base=RBF(length_scale=[0.207, 0.0544]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[3.52, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000435)",0.20705238,0.054365673,3.5173789,1000,0.00043451388,7.1389561,0.0034867736,0.0026210542,0.99988471
33,warmup,34,"SliceKernel(base=RBF(length_scale=[1e+03, 0.0398]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[11.6, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.00101)",1000,0.039795079,11.638443,1000,0.0010138468,5.4376063,0.00612098,0.004327144,0.99963394
34,warmup,35,"SliceKernel(base=RBF(length_scale=[1e+03, 0.039]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[11.5, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.00104)",1000,0.039035986,11.534644,1000,0.0010426722,3.9120103,0.0060308313,0.0042122991,0.99963458
34,active,35,"SliceKernel(base=RBF(length_scale=[1e+03, 0.039]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[11.5, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.00104)",1000,0.039035986,11.534644,1000,0.0010426722,3.9120103,0.0060308313,0.0042122991,0.99963458
35,active,36,"SliceKernel(base=RBF(length_scale=[21.8, 0.0379]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.78, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000952)",21.835575,0.037932919,2.7754062,1000,0.0009515928,3.7420339,0.0059019435,0.0041379713,0.99968674
36,active,37,"SliceKernel(base=RBF(length_scale=[11.6, 0.0391]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.44, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000868)",11.586489,0.039060415,2.441628,1000,0.00086785223,3.9232195,0.0058368784,0.0040092938,0.99972335
37,active,38,"SliceKernel(base=RBF(length_scale=[10.6, 0.0381]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.3, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000826)",10.556963,0.038131496,2.2952613,1000,0.0008255769,3.6671828,0.0057677706,0.0038985581,0.99974385
38,active,39,"SliceKernel(base=RBF(length_scale=[11.2, 0.0357]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.25, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000821)",11.232646,0.035698339,2.2492836,1000,0.00082065196,2.7488958,0.0056903857,0.0038017479,0.99975149
39,active,40,"SliceKernel(base=RBF(length_scale=[0.14, 3.83]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.66, 0.454]), idx=[2, 3]) + WhiteKernel(noise_level=0.000116)",0.13989722,3.8273072,9.6605507,0.45395092,0.00011625611,3.5393213,0.0015212904,0.0011091379,0.99998295
40,active,41,"SliceKernel(base=RBF(length_scale=[0.136, 3.84]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.74, 0.447]), idx=[2, 3]) + WhiteKernel(noise_level=0.00012)",0.13560071,3.8431824,9.7449792,0.44672004,0.00011959647,2.1348512,0.0015094035,0.0010871315,0.99998284
41,active,42,"SliceKernel(base=RBF(length_scale=[0.134, 3.89]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.34, 0.438]), idx=[2, 3]) + WhiteKernel(noise_level=0.000121)",0.13447704,3.8894783,9.341815,0.43824596,0.00012115243,0.37609866,0.0014796844,0.0010549432,0.99998319
42,active,43,"SliceKernel(base=RBF(length_scale=[0.126, 3.92]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.65, 0.428]), idx=[2, 3]) + WhiteKernel(noise_level=0.000125)",0.12585088,3.924464,9.6457833,0.42815531,0.00012505125,-0.7216446,0.0014919235,0.0010545149,0.99998288
43,active,44,"SliceKernel(base=RBF(length_scale=[0.122, 3.93]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.68, 0.424]), idx=[2, 3]) + WhiteKernel(noise_level=0.000128)",0.12211459,3.9290003,9.6793691,0.42390425,0.00012768604,-2.0355695,0.0014784599,0.0010331285,0.99998289
44,active,45,"SliceKernel(base=RBF(length_scale=[0.101, 3.44]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.7, 0.428]), idx=[2, 3]) + WhiteKernel(noise_level=0.000128)",0.10093098,3.4437391,9.699739,0.42790532,0.00012826028,-3.2739045,0.0014559511,0.0010064694,0.99998323
45,active,46,"SliceKernel(base=RBF(length_scale=[0.0928, 3.38]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.7, 0.432]), idx=[2, 3]) + WhiteKernel(noise_level=0.00013)",0.092763283,3.384276,9.7009109,0.43183388,0.00012966223,-4.5133525,0.0014377035,0.0009830153,0.99998344
46,active,47,"SliceKernel(base=RBF(length_scale=[0.0886, 3.4]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.71, 0.436]), idx=[2, 3]) + WhiteKernel(noise_level=0.000132)",0.088597921,3.3975626,9.7058,0.43560874,0.00013178502,-5.7628992,0.0014229829,0.0009623708,0.99998353
47,active,48,"SliceKernel(base=RBF(length_scale=[0.0827, 3.13]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.72, 0.439]), idx=[2, 3]) + WhiteKernel(noise_level=0.000135)",0.082685379,3.1305153,9.718804,0.43882462,0.00013515325,-7.0550218,0.0014137554,0.00094608769,0.99998344
48,active,49,"SliceKernel(base=RBF(length_scale=[0.0829, 2.94]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.57, 0.443]), idx=[2, 3]) + WhiteKernel(noise_level=0.000135)",0.082917767,2.9386585,9.5733822,0.44286045,0.00013541789,-8.2865069,0.0013956187,0.000923737,0.99998381
49,active,50,"SliceKernel(base=RBF(length_scale=[0.0812, 2.92]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.65, 0.445]), idx=[2, 3]) + WhiteKernel(noise_level=0.000139)",0.081168821,2.9217582,9.6489958,0.44517257,0.00013941146,-9.6465263,0.0013896519,0.00091118637,0.99998362
50,active,51,"SliceKernel(base=RBF(length_scale=[0.0796, 2.92]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.74, 0.447]), idx=[2, 3]) + WhiteKernel(noise_level=0.000144)",0.079612598,2.915187,9.7420586,0.4470105,0.000143525,-11.006799,0.0013851211,0.00090101076,0.99998342
51,active,52,"SliceKernel(base=RBF(length_scale=[0.0752, 2.74]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.78, 0.45]), idx=[2, 3]) + WhiteKernel(noise_level=0.000146)",0.075204628,2.739306,9.7757409,0.44966038,0.00014628596,-12.229406,0.0013765741,0.00088694029,0.99998339
52,active,53,"SliceKernel(base=RBF(length_scale=[0.0733, 2.72]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.8, 0.453]), idx=[2, 3]) + WhiteKernel(noise_level=0.000149)",0.073250876,2.7217633,9.7972931,0.45251806,0.00014905341,-13.448129,0.0013678948,0.00087308011,0.99998337
53,active,54,"SliceKernel(base=RBF(length_scale=[0.0736, 2.76]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[9.01, 0.463]), idx=[2, 3]) + WhiteKernel(noise_level=0.000145)",0.073578533,2.7635526,9.005176,0.46276107,0.0001453767,-15.073357,0.0013547176,0.00086119154,0.99998406
54,active,55,"SliceKernel(base=RBF(length_scale=[5.23, 0.0249]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.14, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000928)",5.2287374,0.024925779,2.1396473,1000,0.00092780181,-16.543077,0.0047751901,0.0027314442,0.99980142
55,active,56,"SliceKernel(base=RBF(length_scale=[5.27, 0.025]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.09, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000905)",5.2686526,0.024989675,2.0928555,1000,0.00090533805,-17.01204,0.0047483481,0.0026906646,0.9998093
56,active,57,"SliceKernel(base=RBF(length_scale=[5.29, 0.0249]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.07, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000915)",5.2911418,0.024947104,2.0716731,1000,0.00091549076,-18.201177,0.0047049187,0.0026441305,0.99981054
57,active,58,"SliceKernel(base=RBF(length_scale=[5.29, 0.0252]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.03, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000899)",5.2886893,0.025225894,2.0335776,1000,0.00089910535,-18.85931,0.0046733343,0.0026026354,0.99981702
58,active,59,"SliceKernel(base=RBF(length_scale=[5.3, 0.0246]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.01, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000906)",5.3005811,0.02455139,2.0135971,1000,0.0009057315,-19.946873,0.0046355817,0.0025604811,0.99981875
59,active,60,"SliceKernel(base=RBF(length_scale=[5.23, 0.0245]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000889)",5.2290724,0.024502752,2.0048215,1000,0.00088920467,-20.821299,0.0046122179,0.0025289533,0.99982478
60,active,61,"SliceKernel(base=RBF(length_scale=[5.24, 0.0244]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000892)",5.2421877,0.024378493,1.9973916,1000,0.00089211328,-21.826562,0.0045739949,0.0024882089,0.99982703
61,active,62,"SliceKernel(base=RBF(length_scale=[5.24, 0.0241]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.98, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000898)",5.2437268,0.024130021,1.9793536,1000,0.00089837548,-22.908145,0.0045381902,0.0024494719,0.9998286
62,active,63,"SliceKernel(base=RBF(length_scale=[5.28, 0.0239]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.97, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000909)",5.2828491,0.023898197,1.9673621,1000,0.00090936354,-24.210205,0.0044964427,0.0024101472,0.9998293
63,active,64,"SliceKernel(base=RBF(length_scale=[5.29, 0.0235]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.95, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000916)",5.288764,0.023533004,1.9538289,1000,0.00091593311,-25.294374,0.004462499,0.0023739323,0.99983073
64,active,65,"SliceKernel(base=RBF(length_scale=[5.31, 0.0232]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.94, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000927)",5.3108082,0.023230698,1.9444394,1000,0.00092741698,-26.64635,0.0044219551,0.0023377141,0.99983129
65,active,66,"SliceKernel(base=RBF(length_scale=[5.33, 0.023]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.93, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000937)",5.3342403,0.022973693,1.9321882,1000,0.00093695186,-27.816691,0.0043868299,0.0023029417,0.99983215
66,active,67,"SliceKernel(base=RBF(length_scale=[5.37, 0.0231]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.92, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000949)",5.3738395,0.023079115,1.9198321,1000,0.0009485468,-29.132884,0.0043490527,0.0022690975,0.99983267
67,active,68,"SliceKernel(base=RBF(length_scale=[5.34, 0.0226]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.91, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000944)",5.3397647,0.022550829,1.9142931,1000,0.00094432853,-30.1018,0.0043248494,0.0022419334,0.99983573
68,active,69,"SliceKernel(base=RBF(length_scale=[5.3, 0.0222]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.91, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000936)",5.2988415,0.022220461,1.9098357,1000,0.00093644518,-31.049865,0.0043035108,0.0022166737,0.99983929
69,active,70,"SliceKernel(base=RBF(length_scale=[5.28, 0.0223]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.93, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000896)",5.2830918,0.02231894,1.9337394,1000,0.00089642544,-32.32374,0.0042899492,0.002201035,0.99984816
70,active,71,"SliceKernel(base=RBF(length_scale=[5.28, 0.022]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.93, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.000907)",5.2764012,0.022010183,1.9345529,1000,0.00090711708,-33.699956,0.0042544033,0.0021689554,0.99984855
71,active,72,"SliceKernel(base=RBF(length_scale=[0.0845, 0.0451]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.04, 3.94]), idx=[2, 3]) + WhiteKernel(noise_level=0.000239)",0.084478339,0.045051245,1.0390024,3.9391818,0.0002389379,-34.812924,0.0017614502,0.00098057624,0.99997528
72,active,73,"SliceKernel(base=RBF(length_scale=[0.0846, 0.0451]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.04, 3.92]), idx=[2, 3]) + WhiteKernel(noise_level=0.000241)",0.084596249,0.045077718,1.0397137,3.9233002,0.00024115832,-36.105326,0.0017459851,0.00096547598,0.99997542
73,active,74,"SliceKernel(base=RBF(length_scale=[955, 0.0209]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.809, 2.68]), idx=[2, 3]) + WhiteKernel(noise_level=0.000325)",955.49229,0.020939384,0.80912807,2.6811867,0.00032503532,-35.316058,0.0021595822,0.0011552199,0.99996335
74,active,75,"SliceKernel(base=RBF(length_scale=[997, 0.0211]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.816, 2.55]), idx=[2, 3]) + WhiteKernel(noise_level=0.000341)",997.12064,0.021079613,0.81644636,2.5478313,0.00034086701,-36.97579,0.0021960554,0.0011675767,0.99996164
75,active,76,"SliceKernel(base=RBF(length_scale=[997, 0.0212]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.828, 2.48]), idx=[2, 3]) + WhiteKernel(noise_level=0.000324)",997.13926,0.0212264,0.82761957,2.4781494,0.00032351796,-37.611332,0.0021730076,0.0011431978,0.99996412
76,active,77,"SliceKernel(base=RBF(length_scale=[997, 0.0212]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.833, 2.47]), idx=[2, 3]) + WhiteKernel(noise_level=0.000327)",997.15467,0.021213066,0.83286876,2.4674013,0.00032730997,-38.767798,0.0021651945,0.0011315096,0.99996405
77,active,78,"SliceKernel(base=RBF(length_scale=[1e+03, 0.0214]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.84, 2.43]), idx=[2, 3]) + WhiteKernel(noise_level=0.000315)",1000,0.021405577,0.83959175,2.4266702,0.00031468711,-39.419371,0.0021341835,0.0011072164,0.99996598
78,active,79,"SliceKernel(base=RBF(length_scale=[1e+03, 0.0216]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.84, 2.37]), idx=[2, 3]) + WhiteKernel(noise_level=0.000317)",1000,0.021561769,0.83952433,2.3669011,0.00031693998,-40.747457,0.0021689795,0.0011153092,0.99996596
79,active,80,"SliceKernel(base=RBF(length_scale=[0.0807, 0.622]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.13, 0.838]), idx=[2, 3]) + WhiteKernel(noise_level=0.000309)",0.08069667,0.62153445,1.1347701,0.83835612,0.00030932416,-41.207386,0.0020867343,0.001100165,0.99996894
80,active,81,"SliceKernel(base=RBF(length_scale=[0.0788, 0.642]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.03, 0.896]), idx=[2, 3]) + WhiteKernel(noise_level=0.00032)",0.078843203,0.64242989,1.0310324,0.8964652,0.00032026117,-42.726173,0.00209686,0.001093764,0.99996852
81,active,82,"SliceKernel(base=RBF(length_scale=[249, 0.0214]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.846, 2.41]), idx=[2, 3]) + WhiteKernel(noise_level=0.000318)",249.39076,0.021389306,0.84596293,2.4093812,0.00031790204,-43.759235,0.002136079,0.0010754998,0.99996696
82,active,83,"SliceKernel(base=RBF(length_scale=[249, 0.0211]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.85, 2.43]), idx=[2, 3]) + WhiteKernel(noise_level=0.000328)",249.46269,0.021093933,0.85010781,2.4259838,0.00032835287,-45.203652,0.0021537918,0.0010779159,0.999966
83,active,84,"SliceKernel(base=RBF(length_scale=[250, 0.0207]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.853, 2.43]), idx=[2, 3]) + WhiteKernel(noise_level=0.000332)",249.52056,0.020680553,0.8525726,2.4265629,0.0003320822,-46.418857,0.0021405941,0.0010664037,0.99996604
